x,y,bgs_statistic_type_trans,bgs_commodity_trans,data_precision_description,concat_figure_notes_text,year,country_trans,bgs_sub_commodity_trans,sdmx_code,country_iso2_code,erml_group,sdmx_translation,country_iso3_code,erml_commodity,units,pole_of_inaccessibility_longitude,erml_sub_commodity,concat_table_notes_code,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity,concat_table_notes_text,yearbook_table_trans,bgs_commodity_code,quantity_in_book_style,concat_figure_notes_code
12.322706,-0.309716,Production,manganese ore,,,1972-01-01 00:00:00,Gabon,,A,GA,Manganese,Normal value,GAB,Manganese ore (gross weight),tonnes (metric),12.322706,Ores and concentrates (gross weight),,-0.309716,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,1936660,,Production of manganese ore,898,1936660,
-97.834383,39.139831,Production,manganese ore,,Shipments of manganiferous iron ore only.,1972-01-01 00:00:00,USA,,A,US,Manganese,Normal value,USA,Manganese ore (gross weight),tonnes (metric),-97.834383,Ores and concentrates (gross weight),,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,134026,,Production of manganese ore,898,134026,h
20.45,44.816666999999995,Production,manganese ore,,,1972-01-01 00:00:00,Yugoslavia,,A,YU,Manganese,Normal value,YUG,Manganese ore (gross weight),tonnes (metric),20.450000,Ores and concentrates (gross weight),,44.816667,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,15340,,Production of manganese ore,898,15340,
128.0,36.0,Production,manganese ore,,,1972-01-01 00:00:00,Korea (Rep. of),,A,KR,Manganese,Normal value,KOR,Manganese ore (gross weight),tonnes (metric),128.000000,Ores and concentrates (gross weight),,36.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,1999,,Production of manganese ore,898,1999,
132.72135600000001,-23.137734,Production,manganese ore,,,1972-01-01 00:00:00,Australia,,A,AU,Manganese,Normal value,AUS,Manganese ore (gross weight),tonnes (metric),132.721356,Ores and concentrates (gross weight),,-23.137734,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,1164831,,Production of manganese ore,898,1164831,
102.186548,4.029745,Production,manganese ore,,Manganiferous iron ore.,1972-01-01 00:00:00,Malaysia,,A,MY,Manganese,Normal value,MYS,Manganese ore (gross weight),tonnes (metric),102.186548,Ores and concentrates (gross weight),,4.029745,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,28312,,Production of manganese ore,898,28312,i
-49.028009999999995,-12.408957,Production,manganese ore,,,1972-01-01 00:00:00,Brazil,,A,BR,Manganese,Normal value,BRA,Manganese ore (gross weight),tonnes (metric),-49.028010,Ores and concentrates (gross weight),,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,1715063,,Production of manganese ore,898,1715063,
-101.933344,23.629557,Production,manganese ore,,,1972-01-01 00:00:00,Mexico,,A,MX,Manganese,Normal value,MEX,Manganese ore (gross weight),tonnes (metric),-101.933344,Ores and concentrates (gross weight),,23.629557,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,295600,,Production of manganese ore,898,295600,
-8.263145999999999,39.866841,Production,manganese ore,,,1972-01-01 00:00:00,Portugal,,A,PT,Manganese,Normal value,PRT,Manganese ore (gross weight),tonnes (metric),-8.263146,Ores and concentrates (gross weight),,39.866841,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,5348,,Production of manganese ore,898,5348,
29.851983999999998,16.724177,Production,manganese ore,,Estimates.,1972-01-01 00:00:00,Sudan,,A,SD,Manganese,Normal value,SDN,Manganese ore (gross weight),tonnes (metric),29.851984,Ores and concentrates (gross weight),,16.724177,http://resource.geosciml.org/classifier/cgi/commodity-code/manganese-ore,90,1200,,Production of manganese ore,898,1200,*
