x,y,bgs_statistic_type_trans,bgs_commodity_trans,data_precision_description,concat_figure_notes_text,country_trans,bgs_sub_commodity_trans,sdmx_code,country_iso2_code,erml_group,sdmx_translation,country_iso3_code,erml_commodity,units,year,pole_of_inaccessibility_longitude,erml_sub_commodity,concat_table_notes_code,yearbook_table_id,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_trans,quantity,concat_table_notes_text,bgs_commodity_code,quantity_in_book_style,concat_figure_notes_code
82.51,55.51,Production,"magnesium metal, primary",,Estimates.,Soviet Union,,A,SU,Magnesium,Normal value,SUN,"Magnesium, primary metal",tonnes (metric),1989-01-01 00:00:00,82.510000,,,163,55.510000,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,91000,,923,91000,*
10.262436,61.687073999999996,Production,"magnesium metal, primary",,,Norway,,A,NO,Magnesium,Normal value,NOR,"Magnesium, primary metal",tonnes (metric),1989-01-01 00:00:00,10.262436,,,163,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,52872,,923,52872,
2.452177,46.620563,Production,"magnesium metal, primary",,,France,,A,FR,Magnesium,Normal value,FRA,"Magnesium, primary metal",tonnes (metric),1989-01-01 00:00:00,2.452177,,,163,46.620563,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,14600,,923,14600,
109.537431,32.216659,Production,"magnesium metal, primary",,,China,,A,CN,Magnesium,Normal value,CHN,"Magnesium, primary metal",tonnes (metric),1989-01-01 00:00:00,109.537431,,,163,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,3658,,923,3658,
20.45,44.816666999999995,Production,"magnesium metal, primary",,,Yugoslavia,,A,YU,Magnesium,Normal value,YUG,"Magnesium, primary metal",tonnes (metric),1989-01-01 00:00:00,20.450000,,,163,44.816667,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,6106,,923,6106,
-119.677633,59.205383999999995,Production,"magnesium metal, primary",,,Canada,,A,CA,Magnesium,Normal value,CAN,"Magnesium, primary metal",tonnes (metric),1989-01-01 00:00:00,-119.677633,,,163,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,7200,,923,7200,
-97.834383,39.139831,Production,"magnesium metal, primary",,,USA,,A,US,Magnesium,Normal value,USA,"Magnesium, primary metal",tonnes (metric),1989-01-01 00:00:00,-97.834383,,,163,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,152066,,923,152066,
-49.028009999999995,-12.408957,Production,"magnesium metal, primary",,,Brazil,,A,BR,Magnesium,Normal value,BRA,"Magnesium, primary metal",tonnes (metric),1989-01-01 00:00:00,-49.028010,,,163,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,5613,,923,5613,
142.796275,43.46076,Production,"magnesium metal, primary",,,Japan,,A,JP,Magnesium,Normal value,JPN,"Magnesium, primary metal",tonnes (metric),1989-01-01 00:00:00,142.796275,,,163,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,12075,,923,12075,
142.796275,43.46076,Production,"magnesium metal, primary",,,Japan,,A,JP,Magnesium,Normal value,JPN,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,142.796275,,,163,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,12843,,923,12843,
10.262436,61.687073999999996,Production,"magnesium metal, primary",,,Norway,,A,NO,Magnesium,Normal value,NOR,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,10.262436,,,163,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,48222,,923,48222,
2.452177,46.620563,Production,"magnesium metal, primary",,,France,,A,FR,Magnesium,Normal value,FRA,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,2.452177,,,163,46.620563,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,14600,,923,14600,
10.612941,45.366552,Production,"magnesium metal, primary",,,Italy,,A,IT,Magnesium,Normal value,ITA,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,10.612941,,,163,45.366552,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,5937,,923,5937,
109.537431,32.216659,Production,"magnesium metal, primary",,,China,,A,CN,Magnesium,Normal value,CHN,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,109.537431,,,163,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,5900,,923,5900,
82.51,55.51,Production,"magnesium metal, primary",,Estimates.,Soviet Union,,A,SU,Magnesium,Normal value,SUN,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,82.510000,,,163,55.510000,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,88000,,923,88000,*
20.45,44.816666999999995,Production,"magnesium metal, primary",,,Yugoslavia,,A,YU,Magnesium,Normal value,YUG,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,20.450000,,,163,44.816667,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,5788,,923,5788,
-49.028009999999995,-12.408957,Production,"magnesium metal, primary",,,Brazil,,A,BR,Magnesium,Normal value,BRA,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,-49.028010,,,163,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,8700,,923,8700,
-119.677633,59.205383999999995,Production,"magnesium metal, primary",,,Canada,,A,CA,Magnesium,Normal value,CAN,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,-119.677633,,,163,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,26726,,923,26726,
-97.834383,39.139831,Production,"magnesium metal, primary",,,USA,,A,US,Magnesium,Normal value,USA,"Magnesium, primary metal",tonnes (metric),1990-01-01 00:00:00,-97.834383,,,163,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,139333,,923,139333,
-119.677633,59.205383999999995,Production,"magnesium metal, primary",,,Canada,,A,CA,Magnesium,Normal value,CAN,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,-119.677633,,,163,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,35500,,923,35500,
-49.028009999999995,-12.408957,Production,"magnesium metal, primary",,,Brazil,,A,BR,Magnesium,Normal value,BRA,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,-49.028010,,,163,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,7800,,923,7800,
-97.834383,39.139831,Production,"magnesium metal, primary",,,USA,,A,US,Magnesium,Normal value,USA,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,-97.834383,,,163,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,131288,,923,131288,
142.796275,43.46076,Production,"magnesium metal, primary",,,Japan,,A,JP,Magnesium,Normal value,JPN,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,142.796275,,,163,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,11559,,923,11559,
109.537431,32.216659,Production,"magnesium metal, primary",,,China,,A,CN,Magnesium,Normal value,CHN,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,109.537431,,,163,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,6000,,923,6000,
20.45,44.816666999999995,Production,"magnesium metal, primary",,Excluding data from August to December for the Republic of Croatia.,Yugoslavia,,A,YU,Magnesium,Normal value,YUG,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,20.450000,,,163,44.816667,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,5360,,923,5360,c
10.612941,45.366552,Production,"magnesium metal, primary",,,Italy,,A,IT,Magnesium,Normal value,ITA,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,10.612941,,,163,45.366552,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,3919,,923,3919,
82.51,55.51,Production,"magnesium metal, primary",,Estimates.,Soviet Union,,A,SU,Magnesium,Normal value,SUN,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,82.510000,,,163,55.510000,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,80000,,923,80000,*
2.452177,46.620563,Production,"magnesium metal, primary",,,France,,A,FR,Magnesium,Normal value,FRA,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,2.452177,,,163,46.620563,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,14000,,923,14000,
10.262436,61.687073999999996,Production,"magnesium metal, primary",,,Norway,,A,NO,Magnesium,Normal value,NOR,"Magnesium, primary metal",tonnes (metric),1991-01-01 00:00:00,10.262436,,,163,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,44300,,923,44300,
69.217179,48.473662,Production,"magnesium metal, primary",,Estimates.,Kazakhstan,,A,KZ,Magnesium,Normal value,KAZ,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,69.217179,,,163,48.473662,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,3000,,923,3000,*
31.971487999999997,49.685680999999995,Production,"magnesium metal, primary",,,Ukraine,,A,UA,Magnesium,Normal value,UKR,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,31.971488,,,163,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,15000,,923,15000,
109.537431,32.216659,Production,"magnesium metal, primary",,,China,,A,CN,Magnesium,Normal value,CHN,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,109.537431,,,163,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,10500,,923,10500,
2.452177,46.620563,Production,"magnesium metal, primary",,,France,,A,FR,Magnesium,Normal value,FRA,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,2.452177,,,163,46.620563,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,13600,,923,13600,
10.262436,61.687073999999996,Production,"magnesium metal, primary",,,Norway,,A,NO,Magnesium,Normal value,NOR,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,10.262436,,,163,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,30400,,923,30400,
10.612941,45.366552,Production,"magnesium metal, primary",,,Italy,,A,IT,Magnesium,Normal value,ITA,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,10.612941,,,163,45.366552,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,1211,,923,1211,
20.466666999999998,44.816666999999995,Production,"magnesium metal, primary",,,Serbia and Montenegro,,A,CS,Magnesium,Normal value,SCG,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,20.466667,,,163,44.816667,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,4055,,923,4055,
94.13658799999999,63.462201,Production,"magnesium metal, primary",,Estimates.,Russia,,A,RU,Magnesium,Normal value,RUS,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,94.136588,,,163,63.462201,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,40000,,923,40000,*
-97.834383,39.139831,Production,"magnesium metal, primary",,,USA,,A,US,Magnesium,Normal value,USA,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,-97.834383,,,163,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,136947,,923,136947,
-49.028009999999995,-12.408957,Production,"magnesium metal, primary",,,Brazil,,A,BR,Magnesium,Normal value,BRA,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,-49.028010,,,163,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,7300,,923,7300,
-119.677633,59.205383999999995,Production,"magnesium metal, primary",,,Canada,,A,CA,Magnesium,Normal value,CAN,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,-119.677633,,,163,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,25800,,923,25800,
79.282538,22.642556,Production,"magnesium metal, primary",,,India,,A,IN,Magnesium,Normal value,IND,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,79.282538,,,163,22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,1000,,923,1000,
142.796275,43.46076,Production,"magnesium metal, primary",,,Japan,,A,JP,Magnesium,Normal value,JPN,"Magnesium, primary metal",tonnes (metric),1992-01-01 00:00:00,142.796275,,,163,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,7119,,923,7119,
142.796275,43.46076,Production,"magnesium metal, primary",,,Japan,,A,JP,Magnesium,Normal value,JPN,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,142.796275,,,163,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,7471,,923,7471,
79.282538,22.642556,Production,"magnesium metal, primary",,,India,,A,IN,Magnesium,Normal value,IND,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,79.282538,,,163,22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,1000,,923,1000,
69.217179,48.473662,Production,"magnesium metal, primary",,Estimates.,Kazakhstan,,A,KZ,Magnesium,Normal value,KAZ,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,69.217179,,,163,48.473662,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,2000,,923,2000,*
109.537431,32.216659,Production,"magnesium metal, primary",,,China,,A,CN,Magnesium,Normal value,CHN,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,109.537431,,,163,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,13200,,923,13200,
31.971487999999997,49.685680999999995,Production,"magnesium metal, primary",,,Ukraine,,A,UA,Magnesium,Normal value,UKR,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,31.971488,,,163,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,14900,,923,14900,
2.452177,46.620563,Production,"magnesium metal, primary",,,France,,A,FR,Magnesium,Normal value,FRA,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,2.452177,,,163,46.620563,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,10980,,923,10980,
94.13658799999999,63.462201,Production,"magnesium metal, primary",,Estimates.,Russia,,A,RU,Magnesium,Normal value,RUS,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,94.136588,,,163,63.462201,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,30000,,923,30000,*
20.466666999999998,44.816666999999995,Production,"magnesium metal, primary",Nil (nothing produced),,Serbia and Montenegro,,A,CS,Magnesium,Normal Value,SCG,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,20.466667,,,163,44.816667,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,0,,923,-----,
10.262436,61.687073999999996,Production,"magnesium metal, primary",,,Norway,,A,NO,Magnesium,Normal value,NOR,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,10.262436,,,163,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,27300,,923,27300,
-97.834383,39.139831,Production,"magnesium metal, primary",,,USA,,A,US,Magnesium,Normal value,USA,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,-97.834383,,,163,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,132144,,923,132144,
-119.677633,59.205383999999995,Production,"magnesium metal, primary",,,Canada,,A,CA,Magnesium,Normal value,CAN,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,-119.677633,,,163,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,23000,,923,23000,
-49.028009999999995,-12.408957,Production,"magnesium metal, primary",,,Brazil,,A,BR,Magnesium,Normal value,BRA,"Magnesium, primary metal",tonnes (metric),1993-01-01 00:00:00,-49.028010,,,163,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,9700,,923,9700,
-119.677633,59.205383999999995,Production,"magnesium metal, primary",,Estimates.,Canada,,A,CA,Magnesium,Normal value,CAN,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,-119.677633,,,163,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,30000,,923,30000,*
-49.028009999999995,-12.408957,Production,"magnesium metal, primary",,Estimates.,Brazil,,A,BR,Magnesium,Normal value,BRA,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,-49.028010,,,163,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,9700,,923,9700,*
-97.834383,39.139831,Production,"magnesium metal, primary",,,USA,,A,US,Magnesium,Normal value,USA,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,-97.834383,,,163,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,128475,,923,128475,
142.796275,43.46076,Production,"magnesium metal, primary",,,Japan,,A,JP,Magnesium,Normal value,JPN,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,142.796275,,,163,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,3000,,923,3000,
79.282538,22.642556,Production,"magnesium metal, primary",,,India,,A,IN,Magnesium,Normal value,IND,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,79.282538,,,163,22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,1000,,923,1000,
109.537431,32.216659,Production,"magnesium metal, primary",,,China,,A,CN,Magnesium,Normal value,CHN,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,109.537431,,,163,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,24000,,923,24000,
2.452177,46.620563,Production,"magnesium metal, primary",,,France,,A,FR,Magnesium,Normal value,FRA,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,2.452177,,,163,46.620563,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,12500,,923,12500,
69.217179,48.473662,Production,"magnesium metal, primary",,,Kazakhstan,,A,KZ,Magnesium,Normal value,KAZ,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,69.217179,,,163,48.473662,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,2967,,923,2967,
31.971487999999997,49.685680999999995,Production,"magnesium metal, primary",,,Ukraine,,A,UA,Magnesium,Normal value,UKR,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,31.971488,,,163,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,12000,,923,12000,
94.13658799999999,63.462201,Production,"magnesium metal, primary",,,Russia,,A,RU,Magnesium,Normal value,RUS,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,94.136588,,,163,63.462201,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,35400,,923,35400,
10.262436,61.687073999999996,Production,"magnesium metal, primary",,,Norway,,A,NO,Magnesium,Normal value,NOR,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,10.262436,,,163,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,27600,,923,27600,
20.466666999999998,44.816666999999995,Production,"magnesium metal, primary",Nil (nothing produced),,Serbia and Montenegro,,A,CS,Magnesium,Normal Value,SCG,"Magnesium, primary metal",tonnes (metric),1994-01-01 00:00:00,20.466667,,,163,44.816667,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,0,,923,-----,
20.466666999999998,44.816666999999995,Production,"magnesium metal, primary",,,Serbia and Montenegro,,A,CS,Magnesium,Normal value,SCG,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,20.466667,,,163,44.816667,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,2560,,923,2560,
2.452177,46.620563,Production,"magnesium metal, primary",,,France,,A,FR,Magnesium,Normal value,FRA,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,2.452177,,,163,46.620563,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,14450,,923,14450,
94.13658799999999,63.462201,Production,"magnesium metal, primary",,,Russia,,A,RU,Magnesium,Normal value,RUS,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,94.136588,,,163,63.462201,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,37500,,923,37500,
10.262436,61.687073999999996,Production,"magnesium metal, primary",,,Norway,,A,NO,Magnesium,Normal value,NOR,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,10.262436,,,163,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,32000,,923,32000,
109.537431,32.216659,Production,"magnesium metal, primary",,,China,,A,CN,Magnesium,Normal value,CHN,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,109.537431,,,163,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,93600,,923,93600,
31.971487999999997,49.685680999999995,Production,"magnesium metal, primary",,,Ukraine,,A,UA,Magnesium,Normal value,UKR,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,31.971488,,,163,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,13000,,923,13000,
69.217179,48.473662,Production,"magnesium metal, primary",,,Kazakhstan,,A,KZ,Magnesium,Normal value,KAZ,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,69.217179,,,163,48.473662,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,8972,,923,8972,
-97.834383,39.139831,Production,"magnesium metal, primary",,,USA,,A,US,Magnesium,Normal value,USA,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,-97.834383,,,163,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,142100,,923,142100,
-49.028009999999995,-12.408957,Production,"magnesium metal, primary",,Estimates.,Brazil,,A,BR,Magnesium,Normal value,BRA,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,-49.028010,,,163,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,9700,,923,9700,*
-119.677633,59.205383999999995,Production,"magnesium metal, primary",,Estimates.,Canada,,A,CA,Magnesium,Normal value,CAN,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,-119.677633,,,163,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,46000,,923,46000,*
79.282538,22.642556,Production,"magnesium metal, primary",,,India,,A,IN,Magnesium,Normal value,IND,"Magnesium, primary metal",tonnes (metric),1995-01-01 00:00:00,79.282538,,,163,22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,1000,,923,1000,
79.282538,22.642556,Production,"magnesium metal, primary",,,India,,A,IN,Magnesium,Normal value,IND,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,79.282538,,,163,22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,1000,,923,1000,
109.537431,32.216659,Production,"magnesium metal, primary",,,China,,A,CN,Magnesium,Normal value,CHN,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,109.537431,,,163,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,73200,,923,73200,
20.466666999999998,44.816666999999995,Production,"magnesium metal, primary",,,Serbia and Montenegro,,A,CS,Magnesium,Normal value,SCG,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,20.466667,,,163,44.816667,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,3090,,923,3090,
10.262436,61.687073999999996,Production,"magnesium metal, primary",,,Norway,,A,NO,Magnesium,Normal value,NOR,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,10.262436,,,163,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,37790,,923,37790,
2.452177,46.620563,Production,"magnesium metal, primary",,,France,,A,FR,Magnesium,Normal value,FRA,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,2.452177,,,163,46.620563,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,14000,,923,14000,
31.971487999999997,49.685680999999995,Production,"magnesium metal, primary",,,Ukraine,,A,UA,Magnesium,Normal value,UKR,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,31.971488,,,163,49.685681,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,12896,,923,12896,
34.658280999999995,30.719482,Production,"magnesium metal, primary",,,Israel,,A,IL,Magnesium,Normal value,ISR,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,34.658281,,,163,30.719482,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,100,,923,100,
94.13658799999999,63.462201,Production,"magnesium metal, primary",,,Russia,,A,RU,Magnesium,Normal value,RUS,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,94.136588,,,163,63.462201,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,31500,,923,31500,
69.217179,48.473662,Production,"magnesium metal, primary",,,Kazakhstan,,A,KZ,Magnesium,Normal value,KAZ,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,69.217179,,,163,48.473662,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,13431,,923,13431,
-49.028009999999995,-12.408957,Production,"magnesium metal, primary",,Estimates.,Brazil,,A,BR,Magnesium,Normal value,BRA,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,-49.028010,,,163,-12.408957,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,9000,,923,9000,*
-97.834383,39.139831,Production,"magnesium metal, primary",,,USA,,A,US,Magnesium,Normal value,USA,"Magnesium, primary metal",tonnes (metric),1996-01-01 00:00:00,-97.834383,,,163,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesium,Production of primary magnesium metal,133100,,923,133100,
