x,y,country_iso3_code,erml_group,sdmx_translation,pole_of_inaccessibility_longitude,erml_commodity,units,year,pole_of_inaccessibility_latitude,erml_sub_commodity,concat_table_notes_code,yearbook_table_id,cgi_commodity_url,quantity,yearbook_table_trans,bgs_commodity_code,concat_table_notes_text,bgs_statistic_type_trans,bgs_commodity_trans,quantity_in_book_style,concat_figure_notes_code,country_trans,bgs_sub_commodity_trans,data_precision_description,concat_figure_notes_text,country_iso2_code,sdmx_code
100.982474,15.485660999999999,THA,,Normal Value,100.982474,,tonnes (metric),1976-01-01 00:00:00,15.485661,,,119,,0,Production of rare earth minerals,926,,Production,rare earth minerals,-----,,Thailand,Monazite,Nil (nothing produced),,TH,A
80.793549,7.020493,LKA,,Normal value,80.793549,,tonnes (metric),1976-01-01 00:00:00,7.020493,,,119,,1,Production of rare earth minerals,926,,Production,rare earth minerals,1,,Sri Lanka,Monazite,,,LK,A
100.982474,15.485660999999999,THA,,Normal Value,100.982474,,tonnes (metric),1977-01-01 00:00:00,15.485661,,,119,,0,Production of rare earth minerals,926,,Production,rare earth minerals,-----,,Thailand,Monazite,Nil (nothing produced),,TH,A
-49.028009999999995,-12.408957,BRA,,Normal value,-49.028010,,tonnes (metric),1977-01-01 00:00:00,-12.408957,,,119,,2441,Production of rare earth minerals,926,,Production,rare earth minerals,2441,,Brazil,Monazite,,,BR,A
80.793549,7.020493,LKA,,Normal Value,80.793549,,tonnes (metric),1977-01-01 00:00:00,7.020493,,,119,,0,Production of rare earth minerals,926,,Production,rare earth minerals,-----,,Sri Lanka,Monazite,Nil (nothing produced),,LK,A
100.982474,15.485660999999999,THA,,Normal value,100.982474,,tonnes (metric),1977-01-01 00:00:00,15.485661,,,119,,50,Production of rare earth minerals,927,,Production,rare earth minerals,50,,Thailand,Xenotime,,,TH,A
8.075654,9.676734,NGA,,Normal value,8.075654,,tonnes (metric),1977-01-01 00:00:00,9.676734,,,119,,20,Production of rare earth minerals,926,,Production,rare earth minerals,20,*,Nigeria,Monazite,,Estimates.,NG,A
79.282538,22.642556,IND,,Normal value,79.282538,,tonnes (metric),1977-01-01 00:00:00,22.642556,,,119,,2734,Production of rare earth minerals,926,,Production,rare earth minerals,2734,b,India,Monazite,,Years ended 31 March following that stated.,IN,A
29.875082,-3.3574249999999997,BDI,,Normal value,29.875082,,tonnes (metric),1977-01-01 00:00:00,-3.357425,,,119,,165,Production of rare earth minerals,925,,Production,rare earth minerals,165,,Burundi,Bastnaesite,,,BI,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1977-01-01 00:00:00,39.139831,,,119,,600,Production of rare earth minerals,926,,Production,rare earth minerals,600,a,USA,Monazite,,REO content. Assumed to be 60% of concentrates produced.,US,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1977-01-01 00:00:00,-23.137734,,,119,,9379,Production of rare earth minerals,926,,Production,rare earth minerals,9379,,Australia,Monazite,,,AU,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1977-01-01 00:00:00,39.139831,,,119,,15359,Production of rare earth minerals,925,,Production,rare earth minerals,15359,a,USA,Bastnaesite,,REO content. Assumed to be 60% of concentrates produced.,US,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1977-01-01 00:00:00,-23.137734,,,119,,12,Production of rare earth minerals,927,,Production,rare earth minerals,12,,Australia,Xenotime,,,AU,A
23.625456999999997,-2.883451,ZAR,,Normal value,23.625457,,tonnes (metric),1977-01-01 00:00:00,-2.883451,,,119,,96,Production of rare earth minerals,926,,Production,rare earth minerals,96,,Zaire,Monazite,,,ZR,A
102.186548,4.029745,MYS,,Normal value,102.186548,,tonnes (metric),1977-01-01 00:00:00,4.029745,,,119,,1976,Production of rare earth minerals,926,,Production,rare earth minerals,1976,f,Malaysia,Monazite,,Exports.,MY,A
102.186548,4.029745,MYS,,Normal value,102.186548,,tonnes (metric),1977-01-01 00:00:00,4.029745,,,119,,35,Production of rare earth minerals,927,,Production,rare earth minerals,35,f,Malaysia,Xenotime,,Exports.,MY,A
102.186548,4.029745,MYS,,Normal Value,102.186548,,tonnes (metric),1978-01-01 00:00:00,4.029745,,,119,,0,Production of rare earth minerals,927,,Production,rare earth minerals,-----,f,Malaysia,Xenotime,Nil (nothing produced),Exports.,MY,A
102.186548,4.029745,MYS,,Normal value,102.186548,,tonnes (metric),1978-01-01 00:00:00,4.029745,,,119,,1607,Production of rare earth minerals,926,,Production,rare earth minerals,1607,f,Malaysia,Monazite,,Exports.,MY,A
100.982474,15.485660999999999,THA,,Normal Value,100.982474,,tonnes (metric),1978-01-01 00:00:00,15.485661,,,119,,0,Production of rare earth minerals,927,,Production,rare earth minerals,-----,,Thailand,Xenotime,Nil (nothing produced),,TH,A
100.982474,15.485660999999999,THA,,Normal Value,100.982474,,tonnes (metric),1978-01-01 00:00:00,15.485661,,,119,,0,Production of rare earth minerals,926,,Production,rare earth minerals,-----,,Thailand,Monazite,Nil (nothing produced),,TH,A
-49.028009999999995,-12.408957,BRA,,Normal value,-49.028010,,tonnes (metric),1978-01-01 00:00:00,-12.408957,,,119,,2541,Production of rare earth minerals,926,,Production,rare earth minerals,2541,,Brazil,Monazite,,,BR,A
80.793549,7.020493,LKA,,Normal value,80.793549,,tonnes (metric),1978-01-01 00:00:00,7.020493,,,119,,18,Production of rare earth minerals,926,,Production,rare earth minerals,18,,Sri Lanka,Monazite,,,LK,A
23.625456999999997,-2.883451,ZAR,,Normal value,23.625457,,tonnes (metric),1978-01-01 00:00:00,-2.883451,,,119,,77,Production of rare earth minerals,926,,Production,rare earth minerals,77,,Zaire,Monazite,,,ZR,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1978-01-01 00:00:00,-23.137734,,,119,,23,Production of rare earth minerals,927,,Production,rare earth minerals,23,,Australia,Xenotime,,,AU,A
79.282538,22.642556,IND,,Normal value,79.282538,,tonnes (metric),1978-01-01 00:00:00,22.642556,,,119,,3303,Production of rare earth minerals,926,,Production,rare earth minerals,3303,b,India,Monazite,,Years ended 31 March following that stated.,IN,A
29.875082,-3.3574249999999997,BDI,,Normal value,29.875082,,tonnes (metric),1978-01-01 00:00:00,-3.357425,,,119,,40,Production of rare earth minerals,925,,Production,rare earth minerals,40,,Burundi,Bastnaesite,,,BI,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1978-01-01 00:00:00,-23.137734,,,119,,14992,Production of rare earth minerals,926,,Production,rare earth minerals,14992,,Australia,Monazite,,,AU,A
8.075654,9.676734,NGA,,Normal value,8.075654,,tonnes (metric),1978-01-01 00:00:00,9.676734,,,119,,20,Production of rare earth minerals,926,,Production,rare earth minerals,20,*,Nigeria,Monazite,,Estimates.,NG,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1978-01-01 00:00:00,39.139831,,,119,,14148,Production of rare earth minerals,925,,Production,rare earth minerals,14148,a,USA,Bastnaesite,,REO content. Assumed to be 60% of concentrates produced.,US,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1978-01-01 00:00:00,39.139831,,,119,,1250,Production of rare earth minerals,926,,Production,rare earth minerals,1250,a,USA,Monazite,,REO content. Assumed to be 60% of concentrates produced.,US,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1979-01-01 00:00:00,39.139831,,,119,,16515,Production of rare earth minerals,925,,Production,rare earth minerals,16515,a,USA,Bastnaesite,,REO content. Assumed to be 60% of concentrates produced.,US,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1979-01-01 00:00:00,-23.137734,,,119,,16340,Production of rare earth minerals,926,,Production,rare earth minerals,16340,,Australia,Monazite,,,AU,A
79.282538,22.642556,IND,,Normal value,79.282538,,tonnes (metric),1979-01-01 00:00:00,22.642556,,,119,,3254,Production of rare earth minerals,926,,Production,rare earth minerals,3254,b,India,Monazite,,Years ended 31 March following that stated.,IN,A
46.863413,-18.771091,MDG,,Normal value,46.863413,,tonnes (metric),1979-01-01 00:00:00,-18.771091,,,119,,22,Production of rare earth minerals,925,,Production,rare earth minerals,22,,Madagascar,Bastnaesite,,,MG,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1979-01-01 00:00:00,-23.137734,,,119,,19,Production of rare earth minerals,927,,Production,rare earth minerals,19,,Australia,Xenotime,,,AU,A
8.075654,9.676734,NGA,,Normal value,8.075654,,tonnes (metric),1979-01-01 00:00:00,9.676734,,,119,,20,Production of rare earth minerals,926,,Production,rare earth minerals,20,*,Nigeria,Monazite,,Estimates.,NG,A
23.625456999999997,-2.883451,ZAR,,Normal value,23.625457,,tonnes (metric),1979-01-01 00:00:00,-2.883451,,,119,,92,Production of rare earth minerals,926,,Production,rare earth minerals,92,,Zaire,Monazite,,,ZR,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1979-01-01 00:00:00,39.139831,,,119,,1200,Production of rare earth minerals,926,,Production,rare earth minerals,1200,a,USA,Monazite,,REO content. Assumed to be 60% of concentrates produced.,US,A
102.186548,4.029745,MYS,,Normal value,102.186548,,tonnes (metric),1979-01-01 00:00:00,4.029745,,,119,,466,Production of rare earth minerals,926,,Production,rare earth minerals,466,f,Malaysia,Monazite,,Exports.,MY,A
102.186548,4.029745,MYS,,Normal Value,102.186548,,tonnes (metric),1979-01-01 00:00:00,4.029745,,,119,,0,Production of rare earth minerals,927,,Production,rare earth minerals,-----,f,Malaysia,Xenotime,Nil (nothing produced),Exports.,MY,A
-49.028009999999995,-12.408957,BRA,,Normal value,-49.028010,,tonnes (metric),1979-01-01 00:00:00,-12.408957,,,119,,2318,Production of rare earth minerals,926,,Production,rare earth minerals,2318,,Brazil,Monazite,,,BR,A
100.982474,15.485660999999999,THA,,Normal value,100.982474,,tonnes (metric),1979-01-01 00:00:00,15.485661,,,119,,32,Production of rare earth minerals,926,,Production,rare earth minerals,32,,Thailand,Monazite,,,TH,A
80.793549,7.020493,LKA,,Normal value,80.793549,,tonnes (metric),1979-01-01 00:00:00,7.020493,,,119,,4,Production of rare earth minerals,926,,Production,rare earth minerals,4,,Sri Lanka,Monazite,,,LK,A
100.982474,15.485660999999999,THA,,Normal value,100.982474,,tonnes (metric),1979-01-01 00:00:00,15.485661,,,119,,6,Production of rare earth minerals,927,,Production,rare earth minerals,6,,Thailand,Xenotime,,,TH,A
80.793549,7.020493,LKA,,Normal value,80.793549,,tonnes (metric),1980-01-01 00:00:00,7.020493,,,119,,63,Production of rare earth minerals,926,,Production,rare earth minerals,63,,Sri Lanka,Monazite,,,LK,A
-49.028009999999995,-12.408957,BRA,,Normal value,-49.028010,,tonnes (metric),1980-01-01 00:00:00,-12.408957,,,119,,2532,Production of rare earth minerals,926,,Production,rare earth minerals,2532,,Brazil,Monazite,,,BR,A
100.982474,15.485660999999999,THA,,Normal value,100.982474,,tonnes (metric),1980-01-01 00:00:00,15.485661,,,119,,52,Production of rare earth minerals,927,,Production,rare earth minerals,52,,Thailand,Xenotime,,,TH,A
100.982474,15.485660999999999,THA,,Normal value,100.982474,,tonnes (metric),1980-01-01 00:00:00,15.485661,,,119,,152,Production of rare earth minerals,926,,Production,rare earth minerals,152,,Thailand,Monazite,,,TH,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1980-01-01 00:00:00,39.139831,,,119,,700,Production of rare earth minerals,926,,Production,rare earth minerals,700,*|a,USA,Monazite,,Estimates.|REO content. Assumed to be 60% of concentrates produced.,US,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1980-01-01 00:00:00,39.139831,,,119,,15986,Production of rare earth minerals,925,,Production,rare earth minerals,15986,a,USA,Bastnaesite,,REO content. Assumed to be 60% of concentrates produced.,US,A
46.863413,-18.771091,MDG,,Normal value,46.863413,,tonnes (metric),1980-01-01 00:00:00,-18.771091,,,119,,23,Production of rare earth minerals,925,,Production,rare earth minerals,23,*,Madagascar,Bastnaesite,,Estimates.,MG,A
23.625456999999997,-2.883451,ZAR,,Normal value,23.625457,,tonnes (metric),1980-01-01 00:00:00,-2.883451,,,119,,51,Production of rare earth minerals,926,,Production,rare earth minerals,51,,Zaire,Monazite,,,ZR,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1980-01-01 00:00:00,-23.137734,,,119,,14079,Production of rare earth minerals,926,,Production,rare earth minerals,14079,,Australia,Monazite,,,AU,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1980-01-01 00:00:00,-23.137734,,,119,,27,Production of rare earth minerals,927,,Production,rare earth minerals,27,,Australia,Xenotime,,,AU,A
79.282538,22.642556,IND,,Normal value,79.282538,,tonnes (metric),1980-01-01 00:00:00,22.642556,,,119,,3395,Production of rare earth minerals,926,,Production,rare earth minerals,3395,b,India,Monazite,,Years ended 31 March following that stated.,IN,A
8.075654,9.676734,NGA,,Normal value,8.075654,,tonnes (metric),1980-01-01 00:00:00,9.676734,,,119,,20,Production of rare earth minerals,926,,Production,rare earth minerals,20,*,Nigeria,Monazite,,Estimates.,NG,A
102.186548,4.029745,MYS,,Normal value,102.186548,,tonnes (metric),1980-01-01 00:00:00,4.029745,,,119,,327,Production of rare earth minerals,926,,Production,rare earth minerals,327,f,Malaysia,Monazite,,Exports.,MY,A
102.186548,4.029745,MYS,,Normal Value,102.186548,,tonnes (metric),1980-01-01 00:00:00,4.029745,,,119,,0,Production of rare earth minerals,927,,Production,rare earth minerals,-----,f,Malaysia,Xenotime,Nil (nothing produced),Exports.,MY,A
102.186548,4.029745,MYS,,Normal value,102.186548,,tonnes (metric),1981-01-01 00:00:00,4.029745,,,119,,320,Production of rare earth minerals,926,,Production,rare earth minerals,320,f,Malaysia,Monazite,,Exports.,MY,A
102.186548,4.029745,MYS,,Normal value,102.186548,,tonnes (metric),1981-01-01 00:00:00,4.029745,,,119,,24,Production of rare earth minerals,927,,Production,rare earth minerals,24,f,Malaysia,Xenotime,,Exports.,MY,A
80.793549,7.020493,LKA,,Normal value,80.793549,,tonnes (metric),1981-01-01 00:00:00,7.020493,,,119,,60,Production of rare earth minerals,926,,Production,rare earth minerals,60,*,Sri Lanka,Monazite,,Estimates.,LK,A
100.982474,15.485660999999999,THA,,Normal value,100.982474,,tonnes (metric),1981-01-01 00:00:00,15.485661,,,119,,45,Production of rare earth minerals,927,,Production,rare earth minerals,45,,Thailand,Xenotime,,,TH,A
-49.028009999999995,-12.408957,BRA,,Normal value,-49.028010,,tonnes (metric),1981-01-01 00:00:00,-12.408957,,,119,,2460,Production of rare earth minerals,926,,Production,rare earth minerals,2460,,Brazil,Monazite,,,BR,A
100.982474,15.485660999999999,THA,,Normal value,100.982474,,tonnes (metric),1981-01-01 00:00:00,15.485661,,,119,,107,Production of rare earth minerals,926,,Production,rare earth minerals,107,,Thailand,Monazite,,,TH,A
23.625456999999997,-2.883451,ZAR,,Normal value,23.625457,,tonnes (metric),1981-01-01 00:00:00,-2.883451,,,119,,35,Production of rare earth minerals,926,,Production,rare earth minerals,35,,Zaire,Monazite,,,ZR,A
132.72135600000001,-23.137734,AUS,,Normal value,132.721356,,tonnes (metric),1981-01-01 00:00:00,-23.137734,,,119,,52,Production of rare earth minerals,927,,Production,rare earth minerals,52,,Australia,Xenotime,,,AU,A
46.863413,-18.771091,MDG,,Normal value,46.863413,,tonnes (metric),1981-01-01 00:00:00,-18.771091,,,119,,23,Production of rare earth minerals,925,,Production,rare earth minerals,23,*,Madagascar,Bastnaesite,,Estimates.,MG,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1981-01-01 00:00:00,39.139831,,,119,,850,Production of rare earth minerals,926,,Production,rare earth minerals,850,*|a,USA,Monazite,,Estimates.|REO content. Assumed to be 60% of concentrates produced.,US,A
-97.834383,39.139831,USA,,Normal value,-97.834383,,tonnes (metric),1981-01-01 00:00:00,39.139831,,,119,,17082,Production of rare earth minerals,925,,Production,rare earth minerals,17082,a,USA,Bastnaesite,,REO content. Assumed to be 60% of concentrates produced.,US,A
79.282538,22.642556,IND,,Normal value,79.282538,,tonnes (metric),1981-01-01 00:00:00,22.642556,,,119,,3704,Production of rare earth minerals,926,,Production,rare earth minerals,3704,b,India,Monazite,,Years ended 31 March following that stated.,IN,A
