x,y,country_iso3_code,erml_group,sdmx_translation,pole_of_inaccessibility_longitude,erml_commodity,units,year,pole_of_inaccessibility_latitude,erml_sub_commodity,concat_table_notes_code,yearbook_table_id,cgi_commodity_url,quantity,yearbook_table_trans,bgs_commodity_code,concat_table_notes_text,bgs_statistic_type_trans,bgs_commodity_trans,quantity_in_book_style,concat_figure_notes_code,country_trans,bgs_sub_commodity_trans,data_precision_description,concat_figure_notes_text,country_iso2_code,sdmx_code
-8.263145999999999,39.866841,PRT,Lithium,Normal value,-8.263146,Lithium minerals,tonnes (metric),2020-01-01 00:00:00,39.866841,Lepidolite,1,84,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,23185,Production of lithium minerals,894,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,23185,,Portugal,Lepidolite,,,PT,A
-69.73191899999999,-26.162882999999997,CHL,,Normal value,-69.731919,,tonnes (metric),2020-01-01 00:00:00,-26.162883,,1,84,,21481,Production of lithium minerals,20309,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,21481,,Chile,Lithium minerals (Carbonate -Li content),,,CL,A
-64.684753,-16.706875999999998,BOL,,Normal value,-64.684753,,tonnes (metric),2020-01-01 00:00:00,-16.706876,,1,84,,36,Production of lithium minerals,20300,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,36,,Bolivia,Lithium minerals (Li content),,,BO,A
16.971256999999998,-20.703654,NAM,Lithium,Normal Value,16.971257,Lithium minerals,tonnes (metric),2020-01-01 00:00:00,-20.703654,Lepidolite,1,84,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,0,Production of lithium minerals,894,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,-----,,Namibia,Lepidolite,Nil (nothing produced),,NA,A
-69.73191899999999,-26.162882999999997,CHL,,Normal Value,-69.731919,,tonnes (metric),2020-01-01 00:00:00,-26.162883,,1,84,,0,Production of lithium minerals,20310,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,-----,,Chile,Lithium minerals (Chloride -Li content),Nil (nothing produced),,CL,A
29.851884,-19.002536,ZWE,Lithium,Normal Value,29.851884,Lithium minerals,tonnes (metric),2020-01-01 00:00:00,-19.002536,Spodumene,1,84,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,0,Production of lithium minerals,896,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,-----,,Zimbabwe,Spodumene,Nil (nothing produced),,ZW,A
8.075654,9.676734,NGA,,Normal Value,8.075654,,tonnes (metric),2020-01-01 00:00:00,9.676734,,1,84,,0,Production of lithium minerals,20311,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,-----,,Nigeria,Spodumene (Li content),Nil (nothing produced),,NG,A
29.851884,-19.002536,ZWE,,Normal value,29.851884,,tonnes (metric),2020-01-01 00:00:00,-19.002536,,1,84,,20859,Production of lithium minerals,895,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,20859,,Zimbabwe,Petalite,,,ZW,A
-69.73191899999999,-26.162882999999997,CHL,,Normal Value,-69.731919,,tonnes (metric),2020-01-01 00:00:00,-26.162883,,1,84,,0,Production of lithium minerals,1998,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,-----,,Chile,Chloride,Nil (nothing produced),,CL,A
8.075654,9.676734,NGA,,Normal value,8.075654,,tonnes (metric),2020-01-01 00:00:00,9.676734,,1,84,,2,Production of lithium minerals,20300,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",Production,lithium minerals,2,*,Nigeria,Lithium minerals (Li content),,Estimates.,NG,A
