mineral,stage,hs_code_queried,hs_description,period,reporterCode,reporterISO,reporterDesc,partnerCode,partnerISO,partnerDesc,flowCode,flowDesc,cmdCode,cmdDesc,primaryValue,netWgt,grossWgt,qty,qtyUnitAbbr,cifvalue,fobvalue
nickel,primary,260400,Nickel ores and concentrates,2000,8,ALB,Albania,0,W00,World,M,Import,260400,Nickel ores and concentrates,482.0,1000.0,,1000.0,kg,482.0,
nickel,primary,260400,Nickel ores and concentrates,2000,8,ALB,Albania,792,TUR,Türkiye,M,Import,260400,Nickel ores and concentrates,482.0,1000.0,,1000.0,kg,482.0,
nickel,primary,260400,Nickel ores and concentrates,2000,12,DZA,Algeria,0,W00,World,M,Import,260400,Nickel ores and concentrates,392.0,1810.0,,1810.0,kg,392.0,
nickel,primary,260400,Nickel ores and concentrates,2000,12,DZA,Algeria,724,ESP,Spain,M,Import,260400,Nickel ores and concentrates,392.0,1810.0,,1810.0,kg,392.0,
nickel,primary,260400,Nickel ores and concentrates,2000,36,AUS,Australia,0,W00,World,M,Import,260400,Nickel ores and concentrates,1689.0,1159.0,,1159.0,kg,,1689.0
nickel,primary,260400,Nickel ores and concentrates,2000,36,AUS,Australia,124,CAN,Canada,M,Import,260400,Nickel ores and concentrates,1046.0,2.0,,2.0,kg,,1046.0
nickel,primary,260400,Nickel ores and concentrates,2000,36,AUS,Australia,192,CUB,Cuba,M,Import,260400,Nickel ores and concentrates,184.0,1153.0,,1153.0,kg,,184.0
nickel,primary,260400,Nickel ores and concentrates,2000,36,AUS,Australia,842,USA,USA,M,Import,260400,Nickel ores and concentrates,459.0,4.0,,4.0,kg,,459.0
nickel,primary,260400,Nickel ores and concentrates,2000,40,AUT,Austria,0,W00,World,M,Import,260400,Nickel ores and concentrates,335.0,,,,N/A,335.0,
nickel,primary,260400,Nickel ores and concentrates,2000,40,AUT,Austria,276,DEU,Germany,M,Import,260400,Nickel ores and concentrates,335.0,,,,N/A,335.0,
nickel,primary,260400,Nickel ores and concentrates,2000,56,BEL,Belgium,0,W00,World,M,Import,260400,Nickel ores and concentrates,51980.0,4940.0,,4940.0,kg,51980.0,
nickel,primary,260400,Nickel ores and concentrates,2000,56,BEL,Belgium,251,FRA,France,M,Import,260400,Nickel ores and concentrates,51980.0,4940.0,,4940.0,kg,51980.0,
nickel,primary,260400,Nickel ores and concentrates,2000,72,BWA,Botswana,0,W00,World,M,Import,260400,Nickel ores and concentrates,22317481.0,22531116.0,,22531116.0,kg,22317481.0,
nickel,primary,260400,Nickel ores and concentrates,2000,72,BWA,Botswana,710,ZAF,South Africa,M,Import,260400,Nickel ores and concentrates,22317481.0,22531116.0,,22531116.0,kg,22317481.0,
nickel,primary,260400,Nickel ores and concentrates,2000,76,BRA,Brazil,0,W00,World,M,Import,260400,Nickel ores and concentrates,354.0,,0.0,0.0,N/A,354.0,316.0
nickel,primary,260400,Nickel ores and concentrates,2000,76,BRA,Brazil,380,ITA,Italy,M,Import,260400,Nickel ores and concentrates,176.0,4.0,0.0,4.0,kg,176.0,146.0
nickel,primary,260400,Nickel ores and concentrates,2000,76,BRA,Brazil,842,USA,USA,M,Import,260400,Nickel ores and concentrates,178.0,,0.0,0.0,N/A,178.0,170.0
nickel,primary,260400,Nickel ores and concentrates,2000,8,ALB,Albania,0,W00,World,X,Export,260400,Nickel ores and concentrates,37263.0,9100000.0,,9100000.0,kg,,37263.0
nickel,primary,260400,Nickel ores and concentrates,2000,8,ALB,Albania,300,GRC,Greece,X,Export,260400,Nickel ores and concentrates,37263.0,9100000.0,,9100000.0,kg,,37263.0
nickel,primary,260400,Nickel ores and concentrates,2000,36,AUS,Australia,0,W00,World,X,Export,260400,Nickel ores and concentrates,224222578.0,240550460.0,,240550460.0,kg,,224222578.0
nickel,primary,260400,Nickel ores and concentrates,2000,36,AUS,Australia,56,BEL,Belgium,X,Export,260400,Nickel ores and concentrates,5600912.0,4967030.0,,4967030.0,kg,,5600912.0
nickel,primary,260400,Nickel ores and concentrates,2000,36,AUS,Australia,124,CAN,Canada,X,Export,260400,Nickel ores and concentrates,26946791.0,28500000.0,,28500000.0,kg,,26946791.0
nickel,primary,260400,Nickel ores and concentrates,2000,36,AUS,Australia,246,FIN,Finland,X,Export,260400,Nickel ores and concentrates,191652901.0,206660680.0,,206660680.0,kg,,191652901.0
nickel,primary,260400,Nickel ores and concentrates,2000,36,AUS,Australia,528,NLD,Netherlands,X,Export,260400,Nickel ores and concentrates,21974.0,422750.0,,422750.0,kg,,21974.0
nickel,primary,260400,Nickel ores and concentrates,2000,56,BEL,Belgium,0,W00,World,X,Export,260400,Nickel ores and concentrates,59512.0,29197.0,,29197.0,kg,,59512.0
nickel,primary,260400,Nickel ores and concentrates,2000,56,BEL,Belgium,251,FRA,France,X,Export,260400,Nickel ores and concentrates,9435.0,8176.0,,8176.0,kg,,9435.0
nickel,primary,260400,Nickel ores and concentrates,2000,56,BEL,Belgium,300,GRC,Greece,X,Export,260400,Nickel ores and concentrates,50077.0,21021.0,,21021.0,kg,,50077.0
nickel,primary,260400,Nickel ores and concentrates,2000,72,BWA,Botswana,0,W00,World,X,Export,260400,Nickel ores and concentrates,137671.0,1457600.0,,1457600.0,kg,,137671.0
nickel,primary,260400,Nickel ores and concentrates,2000,72,BWA,Botswana,710,ZAF,South Africa,X,Export,260400,Nickel ores and concentrates,137671.0,1457600.0,,1457600.0,kg,,137671.0
nickel,primary,260400,Nickel ores and concentrates,2000,76,BRA,Brazil,0,W00,World,X,Export,260400,Nickel ores and concentrates,729.0,400.0,0.0,1.0,kg,,729.0
nickel,primary,260400,Nickel ores and concentrates,2000,76,BRA,Brazil,68,BOL,Bolivia (Plurinational State of),X,Export,260400,Nickel ores and concentrates,729.0,400.0,0.0,1.0,kg,,729.0
nickel,primary,260400,Nickel ores and concentrates,2000,112,BLR,Belarus,0,W00,World,X,Export,260400,Nickel ores and concentrates,1400.0,1100.0,,1100.0,kg,,1400.0
nickel,primary,260400,Nickel ores and concentrates,2000,112,BLR,Belarus,643,RUS,Russian Federation,X,Export,260400,Nickel ores and concentrates,1400.0,1100.0,,1100.0,kg,,1400.0
nickel,primary,260400,Nickel ores and concentrates,2000,124,CAN,Canada,0,W00,World,M,Import,260400,Nickel ores and concentrates,4894061.0,1155148.0,,1155148.0,kg,,4894061.0
nickel,primary,260400,Nickel ores and concentrates,2000,124,CAN,Canada,192,CUB,Cuba,M,Import,260400,Nickel ores and concentrates,8061.0,3012.0,,3012.0,kg,,8061.0
nickel,primary,260400,Nickel ores and concentrates,2000,124,CAN,Canada,214,DOM,Dominican Rep.,M,Import,260400,Nickel ores and concentrates,842.0,240.0,,240.0,kg,,842.0
nickel,primary,260400,Nickel ores and concentrates,2000,124,CAN,Canada,276,DEU,Germany,M,Import,260400,Nickel ores and concentrates,30846.0,5353.0,,5353.0,kg,,30846.0
nickel,primary,260400,Nickel ores and concentrates,2000,124,CAN,Canada,360,IDN,Indonesia,M,Import,260400,Nickel ores and concentrates,10.0,2.0,,2.0,kg,,10.0
nickel,primary,260400,Nickel ores and concentrates,2000,124,CAN,Canada,608,PHL,Philippines,M,Import,260400,Nickel ores and concentrates,1666.0,201.0,,201.0,kg,,1666.0
nickel,primary,260400,Nickel ores and concentrates,2000,124,CAN,Canada,834,TZA,United Rep. of Tanzania,M,Import,260400,Nickel ores and concentrates,42.0,10.0,,10.0,kg,,42.0
nickel,primary,260400,Nickel ores and concentrates,2000,124,CAN,Canada,842,USA,USA,M,Import,260400,Nickel ores and concentrates,4852594.0,1146330.0,,1146330.0,kg,,4852594.0
nickel,primary,260400,Nickel ores and concentrates,2000,156,CHN,China,0,W00,World,M,Import,260400,Nickel ores and concentrates,557513.0,1232420.0,,1232420.0,kg,557513.0,
nickel,primary,260400,Nickel ores and concentrates,2000,156,CHN,China,36,AUS,Australia,M,Import,260400,Nickel ores and concentrates,137678.0,370710.0,,370710.0,kg,137678.0,
nickel,primary,260400,Nickel ores and concentrates,2000,156,CHN,China,56,BEL,Belgium,M,Import,260400,Nickel ores and concentrates,11803.0,17090.0,,17090.0,kg,11803.0,
nickel,primary,260400,Nickel ores and concentrates,2000,156,CHN,China,104,MMR,Myanmar,M,Import,260400,Nickel ores and concentrates,20813.0,55500.0,,55500.0,kg,20813.0,
nickel,primary,260400,Nickel ores and concentrates,2000,156,CHN,China,288,GHA,Ghana,M,Import,260400,Nickel ores and concentrates,238.0,20.0,,20.0,kg,238.0,
nickel,primary,260400,Nickel ores and concentrates,2000,156,CHN,China,392,JPN,Japan,M,Import,260400,Nickel ores and concentrates,162139.0,108664.0,,108664.0,kg,162139.0,
nickel,primary,260400,Nickel ores and concentrates,2000,156,CHN,China,410,KOR,Rep. of Korea,M,Import,260400,Nickel ores and concentrates,26730.0,166754.0,,166754.0,kg,26730.0,
nickel,primary,260400,Nickel ores and concentrates,2000,156,CHN,China,490,S19,"Other Asia, nes",M,Import,260400,Nickel ores and concentrates,74249.0,369051.0,,369051.0,kg,74249.0,
nickel,primary,260400,Nickel ores and concentrates,2000,156,CHN,China,710,ZAF,South Africa,M,Import,260400,Nickel ores and concentrates,123863.0,144631.0,,144631.0,kg,123863.0,
nickel,primary,260400,Nickel ores and concentrates,2000,203,CZE,Czechia,0,W00,World,M,Import,260400,Nickel ores and concentrates,13198.0,2460.0,,2460.0,kg,,13198.0
nickel,primary,260400,Nickel ores and concentrates,2000,203,CZE,Czechia,528,NLD,Netherlands,M,Import,260400,Nickel ores and concentrates,13198.0,2460.0,,2460.0,kg,,13198.0
nickel,primary,260400,Nickel ores and concentrates,2000,192,CUB,Cuba,0,W00,World,X,Export,260400,Nickel ores and concentrates,17.0,100000.0,,100000.0,kg,,17.0
nickel,primary,260400,Nickel ores and concentrates,2000,192,CUB,Cuba,36,AUS,Australia,X,Export,260400,Nickel ores and concentrates,17.0,100000.0,,100000.0,kg,,17.0
nickel,primary,260400,Nickel ores and concentrates,2000,246,FIN,Finland,0,W00,World,M,Import,260400,Nickel ores and concentrates,214406193.0,217154458.0,,217154458.0,kg,214406193.0,
nickel,primary,260400,Nickel ores and concentrates,2000,246,FIN,Finland,36,AUS,Australia,M,Import,260400,Nickel ores and concentrates,201373905.0,192181458.0,,192181458.0,kg,201373905.0,
nickel,primary,260400,Nickel ores and concentrates,2000,246,FIN,Finland,579,NOR,Norway,M,Import,260400,Nickel ores and concentrates,13032288.0,24973000.0,,24973000.0,kg,13032288.0,
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,0,W00,World,M,Import,260400,Nickel ores and concentrates,158796.0,522000.0,,522000.0,kg,158796.0,
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,56,BEL,Belgium,M,Import,260400,Nickel ores and concentrates,14181.0,264000.0,,264000.0,kg,14181.0,
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,251,FRA,France,M,Import,260400,Nickel ores and concentrates,562.0,3800.0,,3800.0,kg,562.0,
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,276,DEU,Germany,M,Import,260400,Nickel ores and concentrates,11513.0,9000.0,,9000.0,kg,11513.0,
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,380,ITA,Italy,M,Import,260400,Nickel ores and concentrates,421.0,3800.0,,3800.0,kg,421.0,
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,392,JPN,Japan,M,Import,260400,Nickel ores and concentrates,5055.0,500.0,,500.0,kg,5055.0,
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,540,NCL,New Caledonia,M,Import,260400,Nickel ores and concentrates,20358.0,120200.0,,120200.0,kg,20358.0,
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,643,RUS,Russian Federation,M,Import,260400,Nickel ores and concentrates,106706.0,120700.0,,120700.0,kg,106706.0,
nickel,primary,260400,Nickel ores and concentrates,2000,246,FIN,Finland,0,W00,World,X,Export,260400,Nickel ores and concentrates,10735505.0,25804410.0,,25804410.0,kg,,10735505.0
nickel,primary,260400,Nickel ores and concentrates,2000,246,FIN,Finland,643,RUS,Russian Federation,X,Export,260400,Nickel ores and concentrates,10735505.0,25804410.0,,25804410.0,kg,,10735505.0
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,0,W00,World,X,Export,260400,Nickel ores and concentrates,50564.0,36800.0,,36800.0,kg,,50564.0
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,76,BRA,Brazil,X,Export,260400,Nickel ores and concentrates,29917.0,10400.0,,10400.0,kg,,29917.0
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,276,DEU,Germany,X,Export,260400,Nickel ores and concentrates,11939.0,13800.0,,13800.0,kg,,11939.0
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,724,ESP,Spain,X,Export,260400,Nickel ores and concentrates,7023.0,1300.0,,1300.0,kg,,7023.0
nickel,primary,260400,Nickel ores and concentrates,2000,251,FRA,France,826,GBR,United Kingdom,X,Export,260400,Nickel ores and concentrates,1685.0,11300.0,,11300.0,kg,,1685.0
nickel,primary,260400,Nickel ores and concentrates,2000,276,DEU,Germany,0,W00,World,M,Import,260400,Nickel ores and concentrates,1000.0,300.0,,300.0,kg,1000.0,
nickel,primary,260400,Nickel ores and concentrates,2000,276,DEU,Germany,540,NCL,New Caledonia,M,Import,260400,Nickel ores and concentrates,1000.0,300.0,,300.0,kg,1000.0,
nickel,primary,260400,Nickel ores and concentrates,2000,300,GRC,Greece,0,W00,World,M,Import,260400,Nickel ores and concentrates,135620.0,10975000.0,,10975000.0,kg,135620.0,
nickel,primary,260400,Nickel ores and concentrates,2000,300,GRC,Greece,8,ALB,Albania,M,Import,260400,Nickel ores and concentrates,135620.0,10975000.0,,10975000.0,kg,135620.0,
nickel,primary,260400,Nickel ores and concentrates,2000,276,DEU,Germany,0,W00,World,X,Export,260400,Nickel ores and concentrates,12603000.0,8917738.0,,8917738.0,kg,,12603000.0
nickel,primary,260400,Nickel ores and concentrates,2000,276,DEU,Germany,124,CAN,Canada,X,Export,260400,Nickel ores and concentrates,10521000.0,7442000.0,,7442000.0,kg,,10521000.0
nickel,primary,260400,Nickel ores and concentrates,2000,276,DEU,Germany,251,FRA,France,X,Export,260400,Nickel ores and concentrates,39000.0,71000.0,,71000.0,kg,,39000.0
nickel,primary,260400,Nickel ores and concentrates,2000,276,DEU,Germany,512,OMN,Oman,X,Export,260400,Nickel ores and concentrates,7000.0,800.0,,800.0,kg,,7000.0
nickel,primary,260400,Nickel ores and concentrates,2000,276,DEU,Germany,528,NLD,Netherlands,X,Export,260400,Nickel ores and concentrates,1322000.0,676200.0,,676200.0,kg,,1322000.0
nickel,primary,260400,Nickel ores and concentrates,2000,276,DEU,Germany,643,RUS,Russian Federation,X,Export,260400,Nickel ores and concentrates,709000.0,724200.0,,724200.0,kg,,709000.0
nickel,primary,260400,Nickel ores and concentrates,2000,276,DEU,Germany,899,_X ,"Areas, nes",X,Export,260400,Nickel ores and concentrates,5000.0,3538.0,,3538.0,kg,,5000.0
nickel,primary,260400,Nickel ores and concentrates,2000,320,GTM,Guatemala,0,W00,World,X,Export,260400,Nickel ores and concentrates,6450.0,22680.0,,22680.0,kg,,6450.0
nickel,primary,260400,Nickel ores and concentrates,2000,320,GTM,Guatemala,222,SLV,El Salvador,X,Export,260400,Nickel ores and concentrates,6450.0,22680.0,,22680.0,kg,,6450.0
nickel,primary,260400,Nickel ores and concentrates,2000,360,IDN,Indonesia,0,W00,World,M,Import,260400,Nickel ores and concentrates,13020.0,3324.0,,3324.0,kg,13020.0,
nickel,primary,260400,Nickel ores and concentrates,2000,360,IDN,Indonesia,276,DEU,Germany,M,Import,260400,Nickel ores and concentrates,11958.0,207.0,,207.0,kg,11958.0,
nickel,primary,260400,Nickel ores and concentrates,2000,360,IDN,Indonesia,344,HKG,"China, Hong Kong SAR",M,Import,260400,Nickel ores and concentrates,1062.0,3117.0,,3117.0,kg,1062.0,
nickel,primary,260400,Nickel ores and concentrates,2000,372,IRL,Ireland,0,W00,World,M,Import,260400,Nickel ores and concentrates,10823.994,5500.0,0.0,5500.0,kg,10823.994,0.0
nickel,primary,260400,Nickel ores and concentrates,2000,372,IRL,Ireland,826,GBR,United Kingdom,M,Import,260400,Nickel ores and concentrates,10823.994,5500.0,0.0,5500.0,kg,10823.994,0.0
nickel,primary,260400,Nickel ores and concentrates,2000,380,ITA,Italy,0,W00,World,M,Import,260400,Nickel ores and concentrates,513.963,1.0,0.0,1.0,kg,513.963,0.0
nickel,primary,260400,Nickel ores and concentrates,2000,380,ITA,Italy,826,GBR,United Kingdom,M,Import,260400,Nickel ores and concentrates,513.963,1.0,0.0,1.0,kg,513.963,0.0
nickel,primary,260400,Nickel ores and concentrates,2000,392,JPN,Japan,0,W00,World,M,Import,260400,Nickel ores and concentrates,206021526.0,4579418000.0,,4579418000.0,kg,206021526.0,
nickel,primary,260400,Nickel ores and concentrates,2000,392,JPN,Japan,360,IDN,Indonesia,M,Import,260400,Nickel ores and concentrates,45917230.0,1210702000.0,,1210702000.0,kg,45917230.0,
nickel,primary,260400,Nickel ores and concentrates,2000,392,JPN,Japan,540,NCL,New Caledonia,M,Import,260400,Nickel ores and concentrates,118116847.0,2304725000.0,,2304725000.0,kg,118116847.0,
nickel,primary,260400,Nickel ores and concentrates,2000,392,JPN,Japan,608,PHL,Philippines,M,Import,260400,Nickel ores and concentrates,41987449.0,1063991000.0,,1063991000.0,kg,41987449.0,
nickel,primary,260400,Nickel ores and concentrates,2000,404,KEN,Kenya,0,W00,World,M,Import,260400,Nickel ores and concentrates,348.0,20.0,,20.0,kg,348.0,
nickel,primary,260400,Nickel ores and concentrates,2000,404,KEN,Kenya,826,GBR,United Kingdom,M,Import,260400,Nickel ores and concentrates,348.0,20.0,,20.0,kg,348.0,
nickel,primary,260400,Nickel ores and concentrates,2000,442,LUX,Luxembourg,0,W00,World,M,Import,260400,Nickel ores and concentrates,10234.0,196989.0,,196989.0,kg,10234.0,
nickel,primary,260400,Nickel ores and concentrates,2000,442,LUX,Luxembourg,56,BEL,Belgium,M,Import,260400,Nickel ores and concentrates,591.0,52440.0,,52440.0,kg,591.0,
nickel,primary,260400,Nickel ores and concentrates,2000,442,LUX,Luxembourg,251,FRA,France,M,Import,260400,Nickel ores and concentrates,9643.0,144549.0,,144549.0,kg,9643.0,
nickel,primary,260400,Nickel ores and concentrates,2000,458,MYS,Malaysia,0,W00,World,M,Import,260400,Nickel ores and concentrates,5395.0,4000.0,,4000.0,kg,5395.0,
nickel,primary,260400,Nickel ores and concentrates,2000,458,MYS,Malaysia,842,USA,USA,M,Import,260400,Nickel ores and concentrates,5395.0,4000.0,,4000.0,kg,5395.0,
nickel,primary,260400,Nickel ores and concentrates,2000,360,IDN,Indonesia,0,W00,World,X,Export,260400,Nickel ores and concentrates,42191230.0,1444435786.0,,1444435786.0,kg,,42191230.0
nickel,primary,260400,Nickel ores and concentrates,2000,360,IDN,Indonesia,36,AUS,Australia,X,Export,260400,Nickel ores and concentrates,6294177.0,382168600.0,,382168600.0,kg,,6294177.0
nickel,primary,260400,Nickel ores and concentrates,2000,360,IDN,Indonesia,392,JPN,Japan,X,Export,260400,Nickel ores and concentrates,35897053.0,1062267186.0,,1062267186.0,kg,,35897053.0
nickel,primary,260400,Nickel ores and concentrates,2000,380,ITA,Italy,0,W00,World,X,Export,260400,Nickel ores and concentrates,45171.026,13500.0,0.0,13500.0,kg,0.0,45171.026
nickel,primary,260400,Nickel ores and concentrates,2000,380,ITA,Italy,70,BIH,Bosnia Herzegovina,X,Export,260400,Nickel ores and concentrates,45171.026,13500.0,0.0,13500.0,kg,0.0,45171.026
nickel,primary,260400,Nickel ores and concentrates,2000,398,KAZ,Kazakhstan,0,W00,World,X,Export,260400,Nickel ores and concentrates,448200.0,284523000.0,,284523000.0,kg,,448200.0
nickel,primary,260400,Nickel ores and concentrates,2000,398,KAZ,Kazakhstan,643,RUS,Russian Federation,X,Export,260400,Nickel ores and concentrates,448200.0,284523000.0,,284523000.0,kg,,448200.0
nickel,primary,260400,Nickel ores and concentrates,2000,410,KOR,Rep. of Korea,0,W00,World,X,Export,260400,Nickel ores and concentrates,11352.0,17090.0,,17090.0,kg,,11352.0
nickel,primary,260400,Nickel ores and concentrates,2000,410,KOR,Rep. of Korea,156,CHN,China,X,Export,260400,Nickel ores and concentrates,11352.0,17090.0,,17090.0,kg,,11352.0
nickel,primary,260400,Nickel ores and concentrates,2000,440,LTU,Lithuania,0,W00,World,X,Export,260400,Nickel ores and concentrates,2033.0,20330.0,0.0,20330.0,kg,0.0,2033.0
nickel,primary,260400,Nickel ores and concentrates,2000,440,LTU,Lithuania,380,ITA,Italy,X,Export,260400,Nickel ores and concentrates,2033.0,20330.0,0.0,20330.0,kg,0.0,2033.0
nickel,primary,260400,Nickel ores and concentrates,2000,490,S19,"Other Asia, nes",0,W00,World,M,Import,260400,Nickel ores and concentrates,2484.0,,,,N/A,2484.0,
nickel,primary,260400,Nickel ores and concentrates,2000,490,S19,"Other Asia, nes",124,CAN,Canada,M,Import,260400,Nickel ores and concentrates,2484.0,,,,N/A,2484.0,
nickel,primary,260400,Nickel ores and concentrates,2000,504,MAR,Morocco,0,W00,World,M,Import,260400,Nickel ores and concentrates,349.199,0.0,0.0,0.0,N/A,349.199,0.0
nickel,primary,260400,Nickel ores and concentrates,2000,504,MAR,Morocco,124,CAN,Canada,M,Import,260400,Nickel ores and concentrates,349.199,0.0,0.0,0.0,N/A,349.199,0.0
nickel,primary,260400,Nickel ores and concentrates,2000,508,MOZ,Mozambique,0,W00,World,M,Import,260400,Nickel ores and concentrates,65.0,,,,N/A,65.0,
nickel,primary,260400,Nickel ores and concentrates,2000,508,MOZ,Mozambique,710,ZAF,South Africa,M,Import,260400,Nickel ores and concentrates,65.0,,,,N/A,65.0,
nickel,primary,260400,Nickel ores and concentrates,2000,512,OMN,Oman,0,W00,World,M,Import,260400,Nickel ores and concentrates,51116.0,105666.0,,105666.0,kg,51116.0,
nickel,primary,260400,Nickel ores and concentrates,2000,512,OMN,Oman,604,PER,Peru,M,Import,260400,Nickel ores and concentrates,51116.0,105666.0,,105666.0,kg,51116.0,
nickel,primary,260400,Nickel ores and concentrates,2000,579,NOR,Norway,0,W00,World,M,Import,260400,Nickel ores and concentrates,15212.055,4000.0,0.0,4000.0,kg,15212.055,0.0
nickel,primary,260400,Nickel ores and concentrates,2000,579,NOR,Norway,208,DNK,Denmark,M,Import,260400,Nickel ores and concentrates,15212.055,4000.0,0.0,4000.0,kg,15212.055,0.0
nickel,primary,260400,Nickel ores and concentrates,2000,643,RUS,Russian Federation,0,W00,World,M,Import,260400,Nickel ores and concentrates,10247301.0,307322070.0,,307322070.0,kg,10247301.0,
nickel,primary,260400,Nickel ores and concentrates,2000,643,RUS,Russian Federation,192,CUB,Cuba,M,Import,260400,Nickel ores and concentrates,1876.0,8935.0,,8935.0,kg,1876.0,
nickel,primary,260400,Nickel ores and concentrates,2000,643,RUS,Russian Federation,246,FIN,Finland,M,Import,260400,Nickel ores and concentrates,9789069.0,23822260.0,,23822260.0,kg,9789069.0,
nickel,primary,260400,Nickel ores and concentrates,2000,643,RUS,Russian Federation,276,DEU,Germany,M,Import,260400,Nickel ores and concentrates,204.0,875.0,,875.0,kg,204.0,
nickel,primary,260400,Nickel ores and concentrates,2000,643,RUS,Russian Federation,398,KAZ,Kazakhstan,M,Import,260400,Nickel ores and concentrates,456152.0,283490000.0,,283490000.0,kg,456152.0,
nickel,primary,260400,Nickel ores and concentrates,2000,540,NCL,New Caledonia,0,W00,World,X,Export,260400,Nickel ores and concentrates,127619928.0,4059375104.0,,4059375104.0,kg,,127619928.0
nickel,primary,260400,Nickel ores and concentrates,2000,540,NCL,New Caledonia,36,AUS,Australia,X,Export,260400,Nickel ores and concentrates,29051976.0,1782545920.0,,1782545920.0,kg,,29051976.0
nickel,primary,260400,Nickel ores and concentrates,2000,540,NCL,New Caledonia,124,CAN,Canada,X,Export,260400,Nickel ores and concentrates,97676.0,36300.0,,36300.0,kg,,97676.0
nickel,primary,260400,Nickel ores and concentrates,2000,540,NCL,New Caledonia,251,FRA,France,X,Export,260400,Nickel ores and concentrates,5914.0,125000.0,,125000.0,kg,,5914.0
nickel,primary,260400,Nickel ores and concentrates,2000,540,NCL,New Caledonia,360,IDN,Indonesia,X,Export,260400,Nickel ores and concentrates,620982.0,44500000.0,,44500000.0,kg,,620982.0
nickel,primary,260400,Nickel ores and concentrates,2000,540,NCL,New Caledonia,392,JPN,Japan,X,Export,260400,Nickel ores and concentrates,97843376.0,2232167936.0,,2232167936.0,kg,,97843376.0
nickel,primary,260400,Nickel ores and concentrates,2000,579,NOR,Norway,0,W00,World,X,Export,260400,Nickel ores and concentrates,12313830.722,24998740.0,0.0,24998740.0,kg,0.0,12313830.722
nickel,primary,260400,Nickel ores and concentrates,2000,579,NOR,Norway,246,FIN,Finland,X,Export,260400,Nickel ores and concentrates,12313830.722,24998740.0,0.0,24998740.0,kg,0.0,12313830.722
nickel,primary,260400,Nickel ores and concentrates,2000,608,PHL,Philippines,0,W00,World,X,Export,260400,Nickel ores and concentrates,36028346.0,1724687340.0,,1724687340.0,kg,,36028346.0
nickel,primary,260400,Nickel ores and concentrates,2000,608,PHL,Philippines,36,AUS,Australia,X,Export,260400,Nickel ores and concentrates,6052919.0,660798560.0,,660798560.0,kg,,6052919.0
nickel,primary,260400,Nickel ores and concentrates,2000,608,PHL,Philippines,124,CAN,Canada,X,Export,260400,Nickel ores and concentrates,1700.0,10780.0,,10780.0,kg,,1700.0
nickel,primary,260400,Nickel ores and concentrates,2000,608,PHL,Philippines,392,JPN,Japan,X,Export,260400,Nickel ores and concentrates,29973727.0,1063878000.0,,1063878000.0,kg,,29973727.0
nickel,primary,260400,Nickel ores and concentrates,2000,699,IND,India,0,W00,World,M,Import,260400,Nickel ores and concentrates,80062.0,69674.0,,69674.0,kg,80062.0,
nickel,primary,260400,Nickel ores and concentrates,2000,699,IND,India,410,KOR,Rep. of Korea,M,Import,260400,Nickel ores and concentrates,16342.0,16024.0,,16024.0,kg,16342.0,
nickel,primary,260400,Nickel ores and concentrates,2000,699,IND,India,826,GBR,United Kingdom,M,Import,260400,Nickel ores and concentrates,20730.0,16307.0,,16307.0,kg,20730.0,
nickel,primary,260400,Nickel ores and concentrates,2000,699,IND,India,842,USA,USA,M,Import,260400,Nickel ores and concentrates,42990.0,37343.0,,37343.0,kg,42990.0,
nickel,primary,260400,Nickel ores and concentrates,2000,703,SVK,Slovakia,0,W00,World,M,Import,260400,Nickel ores and concentrates,51.0,6.0,,6.0,kg,,51.0
nickel,primary,260400,Nickel ores and concentrates,2000,703,SVK,Slovakia,246,FIN,Finland,M,Import,260400,Nickel ores and concentrates,51.0,6.0,,6.0,kg,,51.0
nickel,primary,260400,Nickel ores and concentrates,2000,710,ZAF,South Africa,0,W00,World,M,Import,260400,Nickel ores and concentrates,808430.0,1571108.0,,1571108.0,kg,,808430.0
nickel,primary,260400,Nickel ores and concentrates,2000,710,ZAF,South Africa,124,CAN,Canada,M,Import,260400,Nickel ores and concentrates,15621.0,6907.0,,6907.0,kg,,15621.0
nickel,primary,260400,Nickel ores and concentrates,2000,710,ZAF,South Africa,214,DOM,Dominican Rep.,M,Import,260400,Nickel ores and concentrates,848.0,610800.0,,610800.0,kg,,848.0
nickel,primary,260400,Nickel ores and concentrates,2000,710,ZAF,South Africa,716,ZWE,Zimbabwe,M,Import,260400,Nickel ores and concentrates,791961.0,953401.0,,953401.0,kg,,791961.0
