x,y,bgs_statistic_type_trans,bgs_commodity_trans,data_precision_description,concat_figure_notes_text,country_trans,bgs_sub_commodity_trans,sdmx_code,country_iso2_code,erml_group,sdmx_translation,country_iso3_code,erml_commodity,units,pole_of_inaccessibility_longitude,erml_sub_commodity,concat_table_notes_code,year,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity,concat_table_notes_text,yearbook_table_trans,bgs_commodity_code,quantity_in_book_style,concat_figure_notes_code
23.214465999999998,-30.457874999999998,Production,ferro-alloys,,Estimates.,South Africa,Ferro-vanadium,A,ZA,,Normal value,ZAF,,tonnes (metric),23.214466,,,2007-01-01 00:00:00,-30.457875,,74,19000,,Production of ferro-alloys,876,19000,*
-3.562909,40.389544,Production,ferro-alloys,,Estimates.,Spain,Ferro-manganese,A,ES,,Normal value,ESP,,tonnes (metric),-3.562909,,,2007-01-01 00:00:00,40.389544,,74,155000,,Production of ferro-alloys,863,155000,*
10.262436,61.687073999999996,Production,ferro-alloys,,Sales.,Norway,Ferro-silico-manganese,A,NO,,Normal value,NOR,,tonnes (metric),10.262436,,,2007-01-01 00:00:00,61.687074,,74,293699,,Production of ferro-alloys,871,293699,x
21.7,41.6,Production,ferro-alloys,,,North Macedonia,Ferro-silico-manganese,A,MK,,Normal value,MKD,,tonnes (metric),21.700000,,,2007-01-01 00:00:00,41.600000,,74,70472,,Production of ferro-alloys,871,70472,
79.282538,22.642556,Production,ferro-alloys,,Years ended 31 March following that stated.,India,Ferro-aluminium,A,IN,,Normal value,IND,,tonnes (metric),79.282538,,,2007-01-01 00:00:00,22.642556,,74,9377,,Production of ferro-alloys,1990,9377,b
19.394322,52.124770999999996,Production,ferro-alloys,,,Poland,Ferro-manganese,A,PL,,Normal value,POL,,tonnes (metric),19.394322,,,2007-01-01 00:00:00,52.124771,,74,2093,,Production of ferro-alloys,863,2093,
128.0,36.0,Production,ferro-alloys,,,Korea (Rep. of),Ferro-silico-manganese,A,KR,,Normal value,KOR,,tonnes (metric),128.000000,,,2007-01-01 00:00:00,36.000000,,74,105607,,Production of ferro-alloys,871,105607,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silico-chrome,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2007-01-01 00:00:00,-12.408957,,74,12943,,Production of ferro-alloys,869,12943,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-chrome,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2007-01-01 00:00:00,-12.408957,,74,177656,,Production of ferro-alloys,861,177656,
-64.007094,7.145968,Production,ferro-alloys,,Estimates.,Venezuela,Ferro-manganese,A,VE,,Normal value,VEN,,tonnes (metric),-64.007094,,,2007-01-01 00:00:00,7.145968,,74,15000,,Production of ferro-alloys,863,15000,*
-64.007094,7.145968,Production,ferro-alloys,,,Venezuela,Ferro-silicon,A,VE,,Normal value,VEN,,tonnes (metric),-64.007094,,,2007-01-01 00:00:00,7.145968,,74,94000,,Production of ferro-alloys,872,94000,
23.840187999999998,42.733269,Production,ferro-alloys,,Estimates.,Bulgaria,Ferro-silicon,A,BG,,Normal value,BGR,,tonnes (metric),23.840188,,,2007-01-01 00:00:00,42.733269,,74,10000,,Production of ferro-alloys,872,10000,*
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-manganese,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2007-01-01 00:00:00,-12.408957,,74,135757,,Production of ferro-alloys,863,135757,
-64.247496,-31.841561,Production,ferro-alloys,,,Argentina,Ferro-silico-manganese,A,AR,,Normal value,ARG,,tonnes (metric),-64.247496,,,2007-01-01 00:00:00,-31.841561,,74,8917,,Production of ferro-alloys,871,8917,
18.0,44.0,Production,ferro-alloys,,,Bosnia & Herzegovina,Ferro-alloys,A,BA,,Normal value,BIH,,tonnes (metric),18.000000,,,2007-01-01 00:00:00,44.000000,,74,13305,,Production of ferro-alloys,859,13305,
44.931729999999995,40.288596,Production,ferro-alloys,,,Armenia,Ferro-molybdenum,A,AM,,Normal value,ARM,,tonnes (metric),44.931730,,,2007-01-01 00:00:00,40.288596,,74,5977,,Production of ferro-alloys,864,5977,
-119.677633,59.205383999999995,Production,ferro-alloys,,Estimates.,Canada,Ferro-silicon,A,CA,,Normal value,CAN,,tonnes (metric),-119.677633,,,2007-01-01 00:00:00,59.205384,,74,35000,,Production of ferro-alloys,872,35000,*
-119.677633,59.205383999999995,Production,ferro-alloys,,Estimates.,Canada,Ferro-niobium,A,CA,,Normal value,CAN,,tonnes (metric),-119.677633,,,2007-01-01 00:00:00,59.205384,,74,6571,,Production of ferro-alloys,866,6571,*
29.851884,-19.002536,Production,ferro-alloys,,,Zimbabwe,Ferro-silicon,A,ZW,,Normal value,ZWE,,tonnes (metric),29.851884,,,2007-01-01 00:00:00,-19.002536,,74,3097,,Production of ferro-alloys,872,3097,
128.0,36.0,Production,ferro-alloys,,,Korea (Rep. of),Ferro-manganese,A,KR,,Normal value,KOR,,tonnes (metric),128.000000,,,2007-01-01 00:00:00,36.000000,,74,209321,,Production of ferro-alloys,863,209321,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-niobium,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2007-01-01 00:00:00,-12.408957,,74,71676,,Production of ferro-alloys,866,71676,
-119.677633,59.205383999999995,Production,ferro-alloys,,Estimates.,Canada,Silicon metal,A,CA,,Normal value,CAN,,tonnes (metric),-119.677633,,,2007-01-01 00:00:00,59.205384,,74,30000,,Production of ferro-alloys,878,30000,*
69.217179,48.473662,Production,ferro-alloys,,,Kazakhstan,Other ferro-alloys,A,KZ,,Normal value,KAZ,,tonnes (metric),69.217179,,,2007-01-01 00:00:00,48.473662,,74,1222,,Production of ferro-alloys,877,1222,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-nickel,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2007-01-01 00:00:00,-12.408957,,74,28900,,Production of ferro-alloys,865,28900,
-64.247496,-31.841561,Production,ferro-alloys,,Estimates.,Argentina,Ferro-silicon,A,AR,,Normal value,ARG,,tonnes (metric),-64.247496,,,2007-01-01 00:00:00,-31.841561,,74,15000,,Production of ferro-alloys,872,15000,*
20.154355,40.519335999999996,Production,ferro-alloys,,,Albania,Ferro-chrome,A,AL,,Normal value,ALB,,tonnes (metric),20.154355,,,2007-01-01 00:00:00,40.519336,,74,920,,Production of ferro-alloys,861,920,
10.612941,45.366552,Production,ferro-alloys,,Estimates.,Italy,Ferro-manganese,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,2007-01-01 00:00:00,45.366552,,74,30000,,Production of ferro-alloys,863,30000,*
132.72135600000001,-23.137734,Production,ferro-alloys,,Years ended 30 June of that stated.,Australia,Ferro-manganese & ferro-silico-manganese,A,AU,,Normal value,AUS,,tonnes (metric),132.721356,,,2008-01-01 00:00:00,-23.137734,,74,254000,,Production of ferro-alloys,1992,254000,g
23.840187999999998,42.733269,Production,ferro-alloys,,,Bulgaria,Ferro-silicon,A,BG,,Normal value,BGR,,tonnes (metric),23.840188,,,2008-01-01 00:00:00,42.733269,,74,6000,,Production of ferro-alloys,872,6000,
-119.677633,59.205383999999995,Production,ferro-alloys,,,Canada,Ferro-silicon,A,CA,,Normal value,CAN,,tonnes (metric),-119.677633,,,2008-01-01 00:00:00,59.205384,,74,35000,,Production of ferro-alloys,872,35000,
-64.247496,-31.841561,Production,ferro-alloys,,Estimates.,Argentina,Ferro-silicon,A,AR,,Normal value,ARG,,tonnes (metric),-64.247496,,,2008-01-01 00:00:00,-31.841561,,74,10400,,Production of ferro-alloys,872,10400,*
20.154355,40.519335999999996,Production,ferro-alloys,,,Albania,Ferro-chrome,A,AL,,Normal value,ALB,,tonnes (metric),20.154355,,,2008-01-01 00:00:00,40.519336,,74,16315,,Production of ferro-alloys,861,16315,
-119.677633,59.205383999999995,Production,ferro-alloys,,Estimates.,Canada,Silicon metal,A,CA,,Normal value,CAN,,tonnes (metric),-119.677633,,,2008-01-01 00:00:00,59.205384,,74,50000,,Production of ferro-alloys,878,50000,*
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silico-chrome,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,13674,,Production of ferro-alloys,869,13674,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-nickel,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,26300,,Production of ferro-alloys,865,26300,
10.612941,45.366552,Production,ferro-alloys,,Estimates.,Italy,Ferro-manganese,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,2008-01-01 00:00:00,45.366552,,74,30000,,Production of ferro-alloys,863,30000,*
69.217179,48.473662,Production,ferro-alloys,,,Kazakhstan,Other ferro-alloys,A,KZ,,Normal value,KAZ,,tonnes (metric),69.217179,,,2008-01-01 00:00:00,48.473662,,74,1473,,Production of ferro-alloys,877,1473,
-119.677633,59.205383999999995,Production,ferro-alloys,,Estimates.,Canada,Ferro-niobium,A,CA,,Normal value,CAN,,tonnes (metric),-119.677633,,,2008-01-01 00:00:00,59.205384,,74,4384,,Production of ferro-alloys,866,4384,*
-64.007094,7.145968,Production,ferro-alloys,,,Venezuela,Ferro-silicon,A,VE,,Normal value,VEN,,tonnes (metric),-64.007094,,,2008-01-01 00:00:00,7.145968,,74,88000,,Production of ferro-alloys,872,88000,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-manganese,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,149900,,Production of ferro-alloys,863,149900,
29.851884,-19.002536,Production,ferro-alloys,,,Zimbabwe,Ferro-silicon,A,ZW,,Normal value,ZWE,,tonnes (metric),29.851884,,,2008-01-01 00:00:00,-19.002536,,74,1612,,Production of ferro-alloys,872,1612,
128.0,36.0,Production,ferro-alloys,,,Korea (Rep. of),Ferro-manganese,A,KR,,Normal value,KOR,,tonnes (metric),128.000000,,,2008-01-01 00:00:00,36.000000,,74,251125,,Production of ferro-alloys,863,251125,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-chrome,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,209273,,Production of ferro-alloys,861,209273,
44.931729999999995,40.288596,Production,ferro-alloys,,,Armenia,Ferro-molybdenum,A,AM,,Normal value,ARM,,tonnes (metric),44.931730,,,2008-01-01 00:00:00,40.288596,,74,5323,,Production of ferro-alloys,864,5323,
18.0,44.0,Production,ferro-alloys,,,Bosnia & Herzegovina,Ferro-alloys,A,BA,,Normal value,BIH,,tonnes (metric),18.000000,,,2008-01-01 00:00:00,44.000000,,74,14216,,Production of ferro-alloys,859,14216,
-64.007094,7.145968,Production,ferro-alloys,,,Venezuela,Ferro-manganese,A,VE,,Normal value,VEN,,tonnes (metric),-64.007094,,,2008-01-01 00:00:00,7.145968,,74,20000,,Production of ferro-alloys,863,20000,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-niobium,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,81600,,Production of ferro-alloys,866,81600,
-64.247496,-31.841561,Production,ferro-alloys,,,Argentina,Ferro-silico-manganese,A,AR,,Normal value,ARG,,tonnes (metric),-64.247496,,,2008-01-01 00:00:00,-31.841561,,74,9172,,Production of ferro-alloys,871,9172,
128.0,36.0,Production,ferro-alloys,,,Korea (Rep. of),Ferro-silico-manganese,A,KR,,Normal value,KOR,,tonnes (metric),128.000000,,,2008-01-01 00:00:00,36.000000,,74,76184,,Production of ferro-alloys,871,76184,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-silico-manganese,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,2008-01-01 00:00:00,45.366552,,74,87000,,Production of ferro-alloys,871,87000,
109.537431,32.216659,Production,ferro-alloys,,,China,Ferro-silico-chrome,A,CN,,Normal value,CHN,,tonnes (metric),109.537431,,,2008-01-01 00:00:00,32.216659,,74,72300,,Production of ferro-alloys,869,72300,
69.217179,48.473662,Production,ferro-alloys,,,Kazakhstan,Ferro-silicon,A,KZ,,Normal value,KAZ,,tonnes (metric),69.217179,,,2008-01-01 00:00:00,48.473662,,74,54964,,Production of ferro-alloys,872,54964,
-16.690174,64.96665999999999,Production,ferro-alloys,,,Iceland,Ferro-silicon,A,IS,,Normal value,ISL,,tonnes (metric),-16.690174,,,2008-01-01 00:00:00,64.966660,,74,107882,,Production of ferro-alloys,872,107882,
-101.933344,23.629557,Production,ferro-alloys,,,Mexico,Ferro-silico-manganese,A,MX,,Normal value,MEX,,tonnes (metric),-101.933344,,,2008-01-01 00:00:00,23.629557,,74,114320,,Production of ferro-alloys,871,114320,
2.452177,46.620563,Production,ferro-alloys,,Estimates.,France,Ferro-silicon,A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,2008-01-01 00:00:00,46.620563,,74,30000,,Production of ferro-alloys,872,30000,*
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-manganese,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,2008-01-01 00:00:00,43.460760,,74,431181,,Production of ferro-alloys,863,431181,
-3.562909,40.389544,Production,ferro-alloys,,Estimates.,Spain,Silicon metal,A,ES,,Normal value,ESP,,tonnes (metric),-3.562909,,,2008-01-01 00:00:00,40.389544,,74,33000,,Production of ferro-alloys,878,33000,*
14.130671999999999,47.585656,Production,ferro-alloys,,,Austria,Ferro-vanadium,A,AT,,Normal value,AUT,,tonnes (metric),14.130672,,,2008-01-01 00:00:00,47.585656,,74,6300,,Production of ferro-alloys,876,6300,
94.13658799999999,63.462201,Production,ferro-alloys,,,Russia,Ferro-vanadium,A,RU,,Normal value,RUS,,tonnes (metric),94.136588,,,2008-01-01 00:00:00,63.462201,,74,10673,,Production of ferro-alloys,876,10673,
-3.562909,40.389544,Production,ferro-alloys,,Estimates.,Spain,Ferro-silicon,A,ES,,Normal value,ESP,,tonnes (metric),-3.562909,,,2008-01-01 00:00:00,40.389544,,74,74000,,Production of ferro-alloys,872,74000,*
27.679723,63.018750999999995,Production,ferro-alloys,,,Finland,Ferro-chrome,A,FI,,Normal value,FIN,,tonnes (metric),27.679723,,,2008-01-01 00:00:00,63.018751,,74,233550,,Production of ferro-alloys,861,233550,
19.480382,48.704935,Production,ferro-alloys,,,Slovakia,Other ferro-alloys,A,SK,,Normal value,SVK,,tonnes (metric),19.480382,,,2008-01-01 00:00:00,48.704935,,74,61194,,Production of ferro-alloys,877,61194,
-73.327862,3.734623,Production,ferro-alloys,,,Colombia,Ferro-nickel,A,CO,,Normal value,COL,,tonnes (metric),-73.327862,,,2008-01-01 00:00:00,3.734623,,74,126638,,Production of ferro-alloys,865,126638,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Other ferro-alloys,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,47800,,Production of ferro-alloys,877,47800,
94.13658799999999,63.462201,Production,ferro-alloys,,Estimates.,Russia,Spiegeleisen,A,RU,,Normal value,RUS,,tonnes (metric),94.136588,,,2008-01-01 00:00:00,63.462201,,74,7000,,Production of ferro-alloys,879,7000,*
-97.834383,39.139831,Production,ferro-alloys,,Estimates.,USA,Silicon metal,A,US,,Normal value,USA,,tonnes (metric),-97.834383,,,2008-01-01 00:00:00,39.139831,,74,143000,,Production of ferro-alloys,878,143000,*
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-silico-manganese,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,2008-01-01 00:00:00,43.460760,,74,58884,,Production of ferro-alloys,871,58884,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Silicon metal,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,219600,,Production of ferro-alloys,878,219600,
2.452177,46.620563,Production,ferro-alloys,,,France,Ferro-manganese,A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,2008-01-01 00:00:00,46.620563,,74,46600,,Production of ferro-alloys,863,46600,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-nickel,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,2008-01-01 00:00:00,43.460760,,74,301361,,Production of ferro-alloys,865,301361,
69.217179,48.473662,Production,ferro-alloys,,,Kazakhstan,Ferro-chrome,A,KZ,,Normal value,KAZ,,tonnes (metric),69.217179,,,2008-01-01 00:00:00,48.473662,,74,1220315,,Production of ferro-alloys,861,1220315,
-64.007094,7.145968,Production,ferro-alloys,,,Venezuela,Ferro-nickel,A,VE,,Normal value,VEN,,tonnes (metric),-64.007094,,,2008-01-01 00:00:00,7.145968,,74,42300,,Production of ferro-alloys,865,42300,
69.217179,48.473662,Production,ferro-alloys,,,Kazakhstan,Ferro-silico-chrome,A,KZ,,Normal value,KAZ,,tonnes (metric),69.217179,,,2008-01-01 00:00:00,48.473662,,74,133828,,Production of ferro-alloys,869,133828,
10.262436,61.687073999999996,Production,ferro-alloys,,,Norway,Silicon metal,A,NO,,Normal value,NOR,,tonnes (metric),10.262436,,,2008-01-01 00:00:00,61.687074,,74,180135,,Production of ferro-alloys,878,180135,
132.72135600000001,-23.137734,Production,ferro-alloys,,Estimates.,Australia,Silicon metal,A,AU,,Normal value,AUS,,tonnes (metric),132.721356,,,2008-01-01 00:00:00,-23.137734,,74,33000,,Production of ferro-alloys,878,33000,*
90.409421,27.527274,Production,ferro-alloys,,Estimates.,Bhutan,Ferro-silicon,A,BT,,Normal value,BTN,,tonnes (metric),90.409421,,,2008-01-01 00:00:00,27.527274,,74,30800,,Production of ferro-alloys,872,30800,*
109.537431,32.216659,Production,ferro-alloys,,Estimates.,China,Silicon metal,A,CN,,Normal value,CHN,,tonnes (metric),109.537431,,,2008-01-01 00:00:00,32.216659,,74,1100000,,Production of ferro-alloys,878,1100000,*
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-molybdenum,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,2008-01-01 00:00:00,43.460760,,74,4554,,Production of ferro-alloys,864,4554,
109.537431,32.216659,Production,ferro-alloys,,,China,Ferro-chrome,A,CN,,Normal value,CHN,,tonnes (metric),109.537431,,,2008-01-01 00:00:00,32.216659,,74,1505800,,Production of ferro-alloys,861,1505800,
79.282538,22.642556,Production,ferro-alloys,,Years ended 31 March following that stated.,India,Ferro-vanadium,A,IN,,Normal value,IND,,tonnes (metric),79.282538,,,2008-01-01 00:00:00,22.642556,,74,1501,,Production of ferro-alloys,876,1501,b
55.508706,31.955713,Production,ferro-alloys,,Estimates.|Years ended 20 March following that stated.,Iran,Ferro-chrome,A,IR,,Normal value,IRN,,tonnes (metric),55.508706,,,2008-01-01 00:00:00,31.955713,,74,8000,,Production of ferro-alloys,861,8000,*|l
19.480382,48.704935,Production,ferro-alloys,,,Slovakia,Ferro-silico-manganese,A,SK,,Normal value,SVK,,tonnes (metric),19.480382,,,2008-01-01 00:00:00,48.704935,,74,59940,,Production of ferro-alloys,871,59940,
127.0,40.0,Production,ferro-alloys,,Estimates.,"Korea, Dem. P.R. of",Ferro-alloys,A,KP,,Normal value,PRK,,tonnes (metric),127.000000,,,2008-01-01 00:00:00,40.000000,,74,10000,,Production of ferro-alloys,859,10000,*
19.480382,48.704935,Production,ferro-alloys,,,Slovakia,Ferro-silicon,A,SK,,Normal value,SVK,,tonnes (metric),19.480382,,,2008-01-01 00:00:00,48.704935,,74,10844,,Production of ferro-alloys,872,10844,
16.0,50.0,Production,ferro-alloys,,Estimates.,Czech Republic,Ferro-vanadium,A,CZ,,Normal value,CZE,,tonnes (metric),16.000000,,,2008-01-01 00:00:00,50.000000,,74,2800,,Production of ferro-alloys,876,2800,*
55.508706,31.955713,Production,ferro-alloys,,Estimates.|Years ended 20 March following that stated.,Iran,Ferro-silicon,A,IR,,Normal value,IRN,,tonnes (metric),55.508706,,,2008-01-01 00:00:00,31.955713,,74,50000,,Production of ferro-alloys,872,50000,*|l
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silicon,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,183000,,Production of ferro-alloys,872,183000,
10.262436,61.687073999999996,Production,ferro-alloys,,Sales.,Norway,Ferro-silicon,A,NO,,Normal value,NOR,,tonnes (metric),10.262436,,,2008-01-01 00:00:00,61.687074,,74,185344,,Production of ferro-alloys,872,185344,x
24.972941,45.853463999999995,Production,ferro-alloys,,,Romania,Ferro-silico-manganese,A,RO,,Normal value,ROU,,tonnes (metric),24.972941,,,2008-01-01 00:00:00,45.853464,,74,9979,,Production of ferro-alloys,871,9979,
79.282538,22.642556,Production,ferro-alloys,,Years ended 31 March following that stated.,India,Ferro-silicon,A,IN,,Normal value,IND,,tonnes (metric),79.282538,,,2008-01-01 00:00:00,22.642556,,74,99595,,Production of ferro-alloys,872,99595,b
24.972941,45.853463999999995,Production,ferro-alloys,,,Romania,Ferro-chrome,A,RO,,Normal value,ROU,,tonnes (metric),24.972941,,,2008-01-01 00:00:00,45.853464,,74,6179,,Production of ferro-alloys,861,6179,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-chrome,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,2008-01-01 00:00:00,43.460760,,74,13888,,Production of ferro-alloys,861,13888,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silico-manganese,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,238000,,Production of ferro-alloys,871,238000,
33.526313,39.351717,Production,ferro-alloys,,,Turkey,Ferro-chrome,A,TR,,Normal value,TUR,,tonnes (metric),33.526313,,,2008-01-01 00:00:00,39.351717,,74,75840,,Production of ferro-alloys,861,75840,
79.282538,22.642556,Production,ferro-alloys,,Years ended 31 March following that stated.,India,Other ferro-alloys,A,IN,,Normal value,IND,,tonnes (metric),79.282538,,,2008-01-01 00:00:00,22.642556,,74,541,,Production of ferro-alloys,877,541,b
2.452177,46.620563,Production,ferro-alloys,,,France,Ferro-silico-manganese,A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,2008-01-01 00:00:00,46.620563,,74,60200,,Production of ferro-alloys,871,60200,
-64.007094,7.145968,Production,ferro-alloys,,,Venezuela,Ferro-silico-manganese,A,VE,,Normal value,VEN,,tonnes (metric),-64.007094,,,2008-01-01 00:00:00,7.145968,,74,52000,,Production of ferro-alloys,871,52000,
94.13658799999999,63.462201,Production,ferro-alloys,,Estimates.,Russia,Silicon metal,A,RU,,Normal value,RUS,,tonnes (metric),94.136588,,,2008-01-01 00:00:00,63.462201,,74,54000,,Production of ferro-alloys,878,54000,*
33.526313,39.351717,Production,ferro-alloys,,,Turkey,Ferro-silico-chrome,A,TR,,Normal value,TUR,,tonnes (metric),33.526313,,,2008-01-01 00:00:00,39.351717,,74,6094,,Production of ferro-alloys,869,6094,
31.971487999999997,49.685680999999995,Production,ferro-alloys,,,Ukraine,Other ferro-alloys,A,UA,,Normal value,UKR,,tonnes (metric),31.971488,,,2008-01-01 00:00:00,49.685681,,74,43127,,Production of ferro-alloys,877,43127,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Other ferro-alloys,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,2008-01-01 00:00:00,43.460760,,74,14478,,Production of ferro-alloys,877,14478,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-vanadium,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,2008-01-01 00:00:00,43.460760,,74,3477,,Production of ferro-alloys,876,3477,
109.537431,32.216659,Production,ferro-alloys,,,China,Other ferro-alloys,A,CN,,Normal value,CHN,,tonnes (metric),109.537431,,,2008-01-01 00:00:00,32.216659,,74,16722000,,Production of ferro-alloys,877,16722000,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silico-magnesium,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,2008-01-01 00:00:00,-12.408957,,74,30800,,Production of ferro-alloys,870,30800,
-3.562909,40.389544,Production,ferro-alloys,,Estimates.,Spain,Ferro-silico-manganese,A,ES,,Normal value,ESP,,tonnes (metric),-3.562909,,,2008-01-01 00:00:00,40.389544,,74,158000,,Production of ferro-alloys,871,158000,*
20.873742999999997,42.572883,Production,ferro-alloys,,Estimates.,Kosovo,Ferro-nickel,A,XK,,Normal value,1A0,,tonnes (metric),20.873743,,,2008-01-01 00:00:00,42.572883,,74,24300,,Production of ferro-alloys,865,24300,*
29.851884,-19.002536,Production,ferro-alloys,,,Zimbabwe,Ferro-chrome,A,ZW,,Normal value,ZWE,,tonnes (metric),29.851884,,,2008-01-01 00:00:00,-19.002536,,74,145430,,Production of ferro-alloys,861,145430,
14.130671999999999,47.585656,Production,ferro-alloys,,,Austria,Ferro-nickel,A,AT,,Normal value,AUT,,tonnes (metric),14.130672,,,2008-01-01 00:00:00,47.585656,,74,2000,,Production of ferro-alloys,865,2000,
14.130671999999999,47.585656,Production,ferro-alloys,,,Austria,Ferro-molybdenum,A,AT,,Normal value,AUT,,tonnes (metric),14.130672,,,2008-01-01 00:00:00,47.585656,,74,4500,,Production of ferro-alloys,864,4500,
10.262436,61.687073999999996,Production,ferro-alloys,,Estimates.,Norway,Other ferro-alloys,A,NO,,Normal value,NOR,,tonnes (metric),10.262436,,,2008-01-01 00:00:00,61.687074,,74,60000,,Production of ferro-alloys,877,60000,*
94.13658799999999,63.462201,Production,ferro-alloys,,Estimates.,Russia,Other ferro-alloys,A,RU,,Normal value,RUS,,tonnes (metric),94.136588,,,2008-01-01 00:00:00,63.462201,,74,34000,,Production of ferro-alloys,877,34000,*
-101.933344,23.629557,Production,ferro-alloys,,,Mexico,Ferro-manganese,A,MX,,Normal value,MEX,,tonnes (metric),-101.933344,,,2008-01-01 00:00:00,23.629557,,74,97366,,Production of ferro-alloys,863,97366,
79.282538,22.642556,Production,ferro-alloys,,Years ended 31 March following that stated.,India,Ferro-silico-manganese,A,IN,,Normal value,IND,,tonnes (metric),79.282538,,,2008-01-01 00:00:00,22.642556,,74,891458,,Production of ferro-alloys,871,891458,b
69.217179,48.473662,Production,ferro-alloys,,,Kazakhstan,Ferro-silico-manganese,A,KZ,,Normal value,KAZ,,tonnes (metric),69.217179,,,2008-01-01 00:00:00,48.473662,,74,179939,,Production of ferro-alloys,871,179939,
31.971487999999997,49.685680999999995,Production,ferro-alloys,,,Ukraine,Ferro-manganese,A,UA,,Normal value,UKR,,tonnes (metric),31.971488,,,2008-01-01 00:00:00,49.685681,,74,361501,,Production of ferro-alloys,863,361501,
-70.500342,18.899231999999998,Production,ferro-alloys,,,Dominican Republic,Ferro-nickel,A,DO,,Normal value,DOM,,tonnes (metric),-70.500342,,,2008-01-01 00:00:00,18.899232,,74,47408,,Production of ferro-alloys,865,47408,
28.915516,26.221542,Production,ferro-alloys,,Years ended 30 June of that stated.,Egypt,Ferro-silicon,A,EG,,Normal value,EGY,,tonnes (metric),28.915516,,,2008-01-01 00:00:00,26.221542,,74,59192,,Production of ferro-alloys,872,59192,g
28.915516,26.221542,Production,ferro-alloys,,Estimates.|Years ended 30 June of that stated.,Egypt,Other ferro-alloys,A,EG,,Normal value,EGY,,tonnes (metric),28.915516,,,2008-01-01 00:00:00,26.221542,,74,30000,,Production of ferro-alloys,877,30000,*|g
