x,y,bgs_statistic_type_trans,bgs_commodity_trans,data_precision_description,concat_figure_notes_text,country_trans,bgs_sub_commodity_trans,sdmx_code,country_iso2_code,erml_group,sdmx_translation,country_iso3_code,erml_commodity,units,pole_of_inaccessibility_longitude,erml_sub_commodity,concat_table_notes_code,year,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity,concat_table_notes_text,yearbook_table_trans,bgs_commodity_code,quantity_in_book_style,concat_figure_notes_code
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-nickel,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,1973-01-01 00:00:00,-12.408957,,74,9507,,Production of ferro-alloys,865,9507,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-chrome,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,37033,,Production of ferro-alloys,861,37033,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-manganese,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,71616,,Production of ferro-alloys,863,71616,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-molybdenum,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,3366,,Production of ferro-alloys,864,3366,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-phosphorus,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,516,,Production of ferro-alloys,868,516,
10.612941,45.366552,Production,ferro-alloys,,10-12% Si.,Italy,Silicon pig iron,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,2807,,Production of ferro-alloys,2016,2807,u
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-chrome,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1973-01-01 00:00:00,43.460760,,74,443000,,Production of ferro-alloys,861,443000,
-64.247496,-31.841561,Production,ferro-alloys,,,Argentina,Other ferro-alloys,A,AR,,Normal value,ARG,,tonnes (metric),-64.247496,,,1973-01-01 00:00:00,-31.841561,,74,4368,,Production of ferro-alloys,877,4368,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-tungsten,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1973-01-01 00:00:00,65.542091,,74,890,,Production of ferro-alloys,875,890,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-manganese,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1973-01-01 00:00:00,65.542091,,74,16289,,Production of ferro-alloys,863,16289,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-molybdenum,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1973-01-01 00:00:00,65.542091,,74,1988,,Production of ferro-alloys,864,1988,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-silicon,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1973-01-01 00:00:00,65.542091,,74,57885,,Production of ferro-alloys,872,57885,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-silico-chrome,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1973-01-01 00:00:00,65.542091,,74,50238,,Production of ferro-alloys,869,50238,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-silicon,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1973-01-01 00:00:00,43.460760,,74,354000,,Production of ferro-alloys,872,354000,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-silico-manganese,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1973-01-01 00:00:00,65.542091,,74,17571,,Production of ferro-alloys,871,17571,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Other ferro-alloys,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1973-01-01 00:00:00,43.460760,,74,37000,,Production of ferro-alloys,877,37000,
132.72135600000001,-23.137734,Production,ferro-alloys,,Years ended 30 November of that stated.,Australia,Ferro-manganese,A,AU,,Normal value,AUS,,tonnes (metric),132.721356,,,1973-01-01 00:00:00,-23.137734,,74,40066,,Production of ferro-alloys,863,40066,s
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-manganese,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1973-01-01 00:00:00,43.460760,,74,617000,,Production of ferro-alloys,863,617000,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Spiegeleisen,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,4358,,Production of ferro-alloys,879,4358,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-silico-manganese,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1973-01-01 00:00:00,43.460760,,74,376000,,Production of ferro-alloys,871,376000,
-101.933344,23.629557,Production,ferro-alloys,Nil (nothing produced),,Mexico,Ferro-chrome,A,MX,,Normal Value,MEX,,tonnes (metric),-101.933344,,,1973-01-01 00:00:00,23.629557,,74,0,,Production of ferro-alloys,861,-----,
132.72135600000001,-23.137734,Production,ferro-alloys,,Years ended 30 November of that stated.,Australia,Ferro-chrome,A,AU,,Normal value,AUS,,tonnes (metric),132.721356,,,1973-01-01 00:00:00,-23.137734,,74,2802,,Production of ferro-alloys,861,2802,s
-101.933344,23.629557,Production,ferro-alloys,,,Mexico,Ferro-manganese,A,MX,,Normal value,MEX,,tonnes (metric),-101.933344,,,1973-01-01 00:00:00,23.629557,,74,54535,,Production of ferro-alloys,863,54535,
-69.73191899999999,-26.162882999999997,Production,ferro-alloys,,,Chile,Ferro-alloys,A,CL,,Normal value,CHL,,tonnes (metric),-69.731919,,,1973-01-01 00:00:00,-26.162883,,74,11000,,Production of ferro-alloys,859,11000,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-nickel,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1973-01-01 00:00:00,43.460760,,74,200000,,Production of ferro-alloys,865,200000,
-101.933344,23.629557,Production,ferro-alloys,,,Mexico,Ferro-silico-manganese,A,MX,,Normal value,MEX,,tonnes (metric),-101.933344,,,1973-01-01 00:00:00,23.629557,,74,12306,,Production of ferro-alloys,871,12306,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Silicon metal,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,21070,,Production of ferro-alloys,878,21070,
-119.677633,59.205383999999995,Production,ferro-alloys,,Factory shipments.,Canada,Ferro-alloys,A,CA,,Normal value,CAN,,tonnes (metric),-119.677633,,,1973-01-01 00:00:00,59.205384,,74,202635,,Production of ferro-alloys,859,202635,z
20.45,44.816666999999995,Production,ferro-alloys,,,Yugoslavia,Ferro-alloys,A,YU,,Normal value,YUG,,tonnes (metric),20.450000,,,1973-01-01 00:00:00,44.816667,,74,154573,,Production of ferro-alloys,859,154573,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-vanadium,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,710,,Production of ferro-alloys,876,710,
-101.933344,23.629557,Production,ferro-alloys,,,Mexico,Ferro-silicon,A,MX,,Normal value,MEX,,tonnes (metric),-101.933344,,,1973-01-01 00:00:00,23.629557,,74,14634,,Production of ferro-alloys,872,14634,
10.262436,61.687073999999996,Production,ferro-alloys,,,Norway,Ferro-silicon,A,NO,,Normal value,NOR,,tonnes (metric),10.262436,,,1973-01-01 00:00:00,61.687074,,74,304099,,Production of ferro-alloys,872,304099,
132.72135600000001,-23.137734,Production,ferro-alloys,,Years ended 30 November of that stated.|60% Mn.,Australia,Ferro-silico-manganese,A,AU,,Normal value,AUS,,tonnes (metric),132.721356,,,1973-01-01 00:00:00,-23.137734,,74,24853,,Production of ferro-alloys,871,24853,s|v
10.262436,61.687073999999996,Production,ferro-alloys,,,Norway,Other ferro-alloys,A,NO,,Normal value,NOR,,tonnes (metric),10.262436,,,1973-01-01 00:00:00,61.687074,,74,13560,,Production of ferro-alloys,877,13560,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-titanium & ferro-silico-titanium,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,876,,Production of ferro-alloys,874,876,
2.452177,46.620563,Production,ferro-alloys,,,France,Other ferro-alloys,A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,1973-01-01 00:00:00,46.620563,,74,78338,,Production of ferro-alloys,877,78338,
-3.0,55.0,Production,ferro-alloys,,,United Kingdom,Spiegeleisen,A,GB,,Normal value,GBR,,tonnes (metric),-3.000000,,,1973-01-01 00:00:00,55.000000,,74,15000,,Production of ferro-alloys,879,15000,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-silicon,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,75400,,Production of ferro-alloys,872,75400,
2.452177,46.620563,Production,ferro-alloys,,"Ti, W, Mo, V content of ferro-titanium, ferro-tungsten, ferro-molybdenum and ferro-vanadium.",France,"Fe-Ti, Fe-W, Fe-Mo, Fe-V",A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,1973-01-01 00:00:00,46.620563,,74,6784,,Production of ferro-alloys,873,6784,a
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-silico-manganese,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,32633,,Production of ferro-alloys,871,32633,
-3.0,55.0,Production,ferro-alloys,,,United Kingdom,Ferro-manganese,A,GB,,Normal value,GBR,,tonnes (metric),-3.000000,,,1973-01-01 00:00:00,55.000000,,74,145000,,Production of ferro-alloys,863,145000,
132.72135600000001,-23.137734,Production,ferro-alloys,,Years ended 30 November of that stated.,Australia,Ferro-silicon,A,AU,,Normal value,AUS,,tonnes (metric),132.721356,,,1973-01-01 00:00:00,-23.137734,,74,8361,,Production of ferro-alloys,872,8361,s
-8.263145999999999,39.866841,Production,ferro-alloys,,,Portugal,Ferro-alloys,A,PT,,Normal value,PRT,,tonnes (metric),-8.263146,,,1973-01-01 00:00:00,39.866841,,74,9255,,Production of ferro-alloys,859,9255,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-silico-magnesium,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,2268,,Production of ferro-alloys,870,2268,
10.612941,45.366552,Production,ferro-alloys,Nil (nothing produced),,Italy,Ferro-silico-chrome,A,IT,,Normal Value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,0,,Production of ferro-alloys,869,-----,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silicon,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,1973-01-01 00:00:00,-12.408957,,74,40221,,Production of ferro-alloys,872,40221,
14.4166,50.083332999999996,Production,ferro-alloys,,,Czechoslovakia,Ferro-alloys,A,CS,,Normal value,CSK,,tonnes (metric),14.416600,,,1973-01-01 00:00:00,50.083333,,74,149000,,Production of ferro-alloys,859,149000,
82.51,55.51,Production,ferro-alloys,,,Soviet Union,Other ferro-alloys,A,SU,,Normal value,SUN,,tonnes (metric),82.510000,,,1973-01-01 00:00:00,55.510000,,74,25000,,Production of ferro-alloys,877,25000,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Silicon metal,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1973-01-01 00:00:00,65.542091,,74,19381,,Production of ferro-alloys,878,19381,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-Si-manganese & silico-speigeleisen,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1973-01-01 00:00:00,45.366552,,74,952,,Production of ferro-alloys,881,952,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silico-magnesium,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,1973-01-01 00:00:00,-12.408957,,74,23324,,Production of ferro-alloys,870,23324,
14.130671999999999,47.585656,Production,ferro-alloys,,,Austria,Ferro-alloys,A,AT,,Normal value,AUT,,tonnes (metric),14.130672,,,1973-01-01 00:00:00,47.585656,,74,6300,,Production of ferro-alloys,859,6300,
2.452177,46.620563,Production,ferro-alloys,,,France,Ferro-chrome & ferro-silico-chrome,A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,1973-01-01 00:00:00,46.620563,,74,138473,,Production of ferro-alloys,862,138473,
79.282538,22.642556,Production,ferro-alloys,,,India,Ferro-silicon,A,IN,,Normal value,IND,,tonnes (metric),79.282538,,,1973-01-01 00:00:00,22.642556,,74,24264,,Production of ferro-alloys,872,24264,
82.51,55.51,Production,ferro-alloys,,,Soviet Union,Spiegeleisen,A,SU,,Normal value,SUN,,tonnes (metric),82.510000,,,1973-01-01 00:00:00,55.510000,,74,83000,,Production of ferro-alloys,879,83000,
2.452177,46.620563,Production,ferro-alloys,,50% Si.,France,Ferro-silicon,A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,1973-01-01 00:00:00,46.620563,,74,243611,,Production of ferro-alloys,872,243611,t
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-vanadium,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1973-01-01 00:00:00,65.542091,,74,402,,Production of ferro-alloys,876,402,
-3.562909,40.389544,Production,ferro-alloys,,,Spain,Ferro-silicon,A,ES,,Normal value,ESP,,tonnes (metric),-3.562909,,,1973-01-01 00:00:00,40.389544,,74,44157,,Production of ferro-alloys,872,44157,
-3.562909,40.389544,Production,ferro-alloys,,,Spain,Other ferro-alloys,A,ES,,Normal value,ESP,,tonnes (metric),-3.562909,,,1973-01-01 00:00:00,40.389544,,74,118950,,Production of ferro-alloys,877,118950,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-manganese,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1974-01-01 00:00:00,43.460760,,74,624000,,Production of ferro-alloys,863,624000,
10.262436,61.687073999999996,Production,ferro-alloys,,,Norway,Ferro-silicon,A,NO,,Normal value,NOR,,tonnes (metric),10.262436,,,1974-01-01 00:00:00,61.687074,,74,310098,,Production of ferro-alloys,872,310098,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silicon,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,1974-01-01 00:00:00,-12.408957,,74,52178,,Production of ferro-alloys,872,52178,
-69.73191899999999,-26.162882999999997,Production,ferro-alloys,,,Chile,Ferro-silico-manganese,A,CL,,Normal value,CHL,,tonnes (metric),-69.731919,,,1974-01-01 00:00:00,-26.162883,,74,2820,,Production of ferro-alloys,871,2820,
-101.933344,23.629557,Production,ferro-alloys,,,Mexico,Other ferro-alloys,A,MX,,Normal value,MEX,,tonnes (metric),-101.933344,,,1974-01-01 00:00:00,23.629557,,74,336,,Production of ferro-alloys,877,336,
-101.933344,23.629557,Production,ferro-alloys,,,Mexico,Ferro-silicon,A,MX,,Normal value,MEX,,tonnes (metric),-101.933344,,,1974-01-01 00:00:00,23.629557,,74,19834,,Production of ferro-alloys,872,19834,
2.452177,46.620563,Production,ferro-alloys,,,France,Other ferro-alloys,A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,1974-01-01 00:00:00,46.620563,,74,82520,,Production of ferro-alloys,877,82520,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-vanadium,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1974-01-01 00:00:00,45.366552,,74,370,,Production of ferro-alloys,876,370,
20.45,44.816666999999995,Production,ferro-alloys,,,Yugoslavia,Ferro-alloys,A,YU,,Normal value,YUG,,tonnes (metric),20.450000,,,1974-01-01 00:00:00,44.816667,,74,189790,,Production of ferro-alloys,859,189790,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silico-calcium-aluminium,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,1974-01-01 00:00:00,-12.408957,,74,5293,,Production of ferro-alloys,2054,5293,
-119.677633,59.205383999999995,Production,ferro-alloys,,Estimates.,Canada,Ferro-manganese,A,CA,,Normal value,CAN,,tonnes (metric),-119.677633,,,1974-01-01 00:00:00,59.205384,,74,90700,,Production of ferro-alloys,863,90700,*
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-Si-manganese & silico-speigeleisen,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1974-01-01 00:00:00,45.366552,,74,1780,,Production of ferro-alloys,881,1780,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-tungsten,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1974-01-01 00:00:00,43.460760,,74,776,,Production of ferro-alloys,875,776,
14.4166,50.083332999999996,Production,ferro-alloys,,,Czechoslovakia,Ferro-alloys,A,CS,,Normal value,CSK,,tonnes (metric),14.416600,,,1974-01-01 00:00:00,50.083333,,74,161000,,Production of ferro-alloys,859,161000,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Ferro-silico-manganese,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,1974-01-01 00:00:00,-12.408957,,74,32626,,Production of ferro-alloys,871,32626,
-101.933344,23.629557,Production,ferro-alloys,,,Mexico,Ferro-silico-manganese,A,MX,,Normal value,MEX,,tonnes (metric),-101.933344,,,1974-01-01 00:00:00,23.629557,,74,14351,,Production of ferro-alloys,871,14351,
-69.73191899999999,-26.162882999999997,Production,ferro-alloys,,,Chile,Other ferro-alloys,A,CL,,Normal value,CHL,,tonnes (metric),-69.731919,,,1974-01-01 00:00:00,-26.162883,,74,1030,,Production of ferro-alloys,877,1030,
79.282538,22.642556,Production,ferro-alloys,,,India,Other ferro-alloys,A,IN,,Normal value,IND,,tonnes (metric),79.282538,,,1974-01-01 00:00:00,22.642556,,74,332,,Production of ferro-alloys,877,332,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-nickel,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1974-01-01 00:00:00,43.460760,,74,251000,,Production of ferro-alloys,865,251000,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Other ferro-alloys,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1974-01-01 00:00:00,43.460760,,74,3657,,Production of ferro-alloys,877,3657,
82.51,55.51,Production,ferro-alloys,,,Soviet Union,Other ferro-alloys,A,SU,,Normal value,SUN,,tonnes (metric),82.510000,,,1974-01-01 00:00:00,55.510000,,74,26000,,Production of ferro-alloys,877,26000,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-silico-chrome,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1974-01-01 00:00:00,65.542091,,74,45008,,Production of ferro-alloys,869,45008,
-101.933344,23.629557,Production,ferro-alloys,,,Mexico,Ferro-manganese,A,MX,,Normal value,MEX,,tonnes (metric),-101.933344,,,1974-01-01 00:00:00,23.629557,,74,46915,,Production of ferro-alloys,863,46915,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Silicon metal,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1974-01-01 00:00:00,45.366552,,74,16190,,Production of ferro-alloys,878,16190,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-silico-manganese,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1974-01-01 00:00:00,65.542091,,74,9910,,Production of ferro-alloys,871,9910,
-69.73191899999999,-26.162882999999997,Production,ferro-alloys,,,Chile,Ferro-manganese,A,CL,,Normal value,CHL,,tonnes (metric),-69.731919,,,1974-01-01 00:00:00,-26.162883,,74,7912,,Production of ferro-alloys,863,7912,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-tungsten,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1974-01-01 00:00:00,65.542091,,74,585,,Production of ferro-alloys,875,585,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-silico-chrome,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1974-01-01 00:00:00,43.460760,,74,14679,,Production of ferro-alloys,869,14679,
-101.933344,23.629557,Production,ferro-alloys,Nil (nothing produced),,Mexico,Ferro-chrome,A,MX,,Normal Value,MEX,,tonnes (metric),-101.933344,,,1974-01-01 00:00:00,23.629557,,74,0,,Production of ferro-alloys,861,-----,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-silico-manganese,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1974-01-01 00:00:00,43.460760,,74,448000,,Production of ferro-alloys,871,448000,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-vanadium,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1974-01-01 00:00:00,43.460760,,74,3261,,Production of ferro-alloys,876,3261,
-3.562909,40.389544,Production,ferro-alloys,,,Spain,Ferro-silicon,A,ES,,Normal value,ESP,,tonnes (metric),-3.562909,,,1974-01-01 00:00:00,40.389544,,74,54439,,Production of ferro-alloys,872,54439,
14.130671999999999,47.585656,Production,ferro-alloys,,,Austria,Ferro-alloys,A,AT,,Normal value,AUT,,tonnes (metric),14.130672,,,1974-01-01 00:00:00,47.585656,,74,6300,,Production of ferro-alloys,859,6300,
132.72135600000001,-23.137734,Production,ferro-alloys,,Years ended 30 November of that stated.,Australia,Ferro-chrome,A,AU,,Normal value,AUS,,tonnes (metric),132.721356,,,1974-01-01 00:00:00,-23.137734,,74,2351,,Production of ferro-alloys,861,2351,s
2.452177,46.620563,Production,ferro-alloys,,50% Si.,France,Ferro-silicon,A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,1974-01-01 00:00:00,46.620563,,74,236600,,Production of ferro-alloys,872,236600,t
79.282538,22.642556,Production,ferro-alloys,,,India,Ferro-silicon,A,IN,,Normal value,IND,,tonnes (metric),79.282538,,,1974-01-01 00:00:00,22.642556,,74,29682,,Production of ferro-alloys,872,29682,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-silicon,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1974-01-01 00:00:00,65.542091,,74,51813,,Production of ferro-alloys,872,51813,
2.452177,46.620563,Production,ferro-alloys,,,France,Ferro-chrome & ferro-silico-chrome,A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,1974-01-01 00:00:00,46.620563,,74,114490,,Production of ferro-alloys,862,114490,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Spiegeleisen,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1974-01-01 00:00:00,45.366552,,74,5203,,Production of ferro-alloys,879,5203,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-silicon,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1974-01-01 00:00:00,43.460760,,74,369000,,Production of ferro-alloys,872,369000,
142.796275,43.46076,Production,ferro-alloys,,,Japan,Ferro-molybdenum,A,JP,,Normal value,JPN,,tonnes (metric),142.796275,,,1974-01-01 00:00:00,43.460760,,74,3682,,Production of ferro-alloys,864,3682,
82.51,55.51,Production,ferro-alloys,,,Soviet Union,Spiegeleisen,A,SU,,Normal value,SUN,,tonnes (metric),82.510000,,,1974-01-01 00:00:00,55.510000,,74,107000,,Production of ferro-alloys,879,107000,
-3.562909,40.389544,Production,ferro-alloys,,,Spain,Ferro-silico-manganese,A,ES,,Normal value,ESP,,tonnes (metric),-3.562909,,,1974-01-01 00:00:00,40.389544,,74,79241,,Production of ferro-alloys,871,79241,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-molybdenum,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1974-01-01 00:00:00,65.542091,,74,2035,,Production of ferro-alloys,864,2035,
-3.0,55.0,Production,ferro-alloys,,,United Kingdom,Ferro-manganese,A,GB,,Normal value,GBR,,tonnes (metric),-3.000000,,,1974-01-01 00:00:00,55.000000,,74,83000,,Production of ferro-alloys,863,83000,
109.537431,32.216659,Production,ferro-alloys,,Estimates.,China,Ferro-alloys,A,CN,,Normal value,CHN,,tonnes (metric),109.537431,,,1974-01-01 00:00:00,32.216659,,74,600000,,Production of ferro-alloys,859,600000,*
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-silico-manganese,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1974-01-01 00:00:00,45.366552,,74,41100,,Production of ferro-alloys,871,41100,
-49.028009999999995,-12.408957,Production,ferro-alloys,,,Brazil,Other ferro-alloys,A,BR,,Normal value,BRA,,tonnes (metric),-49.028010,,,1974-01-01 00:00:00,-12.408957,,74,1087,,Production of ferro-alloys,877,1087,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-silicon,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1974-01-01 00:00:00,45.366552,,74,65372,,Production of ferro-alloys,872,65372,
-3.0,55.0,Production,ferro-alloys,,,United Kingdom,Spiegeleisen,A,GB,,Normal value,GBR,,tonnes (metric),-3.000000,,,1974-01-01 00:00:00,55.000000,,74,8000,,Production of ferro-alloys,879,8000,
127.0,40.0,Production,ferro-alloys,,Estimates.,"Korea, Dem. P.R. of",Ferro-alloys,A,KP,,Normal value,PRK,,tonnes (metric),127.000000,,,1974-01-01 00:00:00,40.000000,,74,100000,,Production of ferro-alloys,859,100000,*
132.72135600000001,-23.137734,Production,ferro-alloys,,Years ended 30 November of that stated.,Australia,Ferro-silicon,A,AU,,Normal value,AUS,,tonnes (metric),132.721356,,,1974-01-01 00:00:00,-23.137734,,74,8982,,Production of ferro-alloys,872,8982,s
2.452177,46.620563,Production,ferro-alloys,,"Ti, W, Mo, V content of ferro-titanium, ferro-tungsten, ferro-molybdenum and ferro-vanadium.",France,"Fe-Ti, Fe-W, Fe-Mo, Fe-V",A,FR,,Normal value,FRA,,tonnes (metric),2.452177,,,1974-01-01 00:00:00,46.620563,,74,9550,,Production of ferro-alloys,873,9550,a
132.72135600000001,-23.137734,Production,ferro-alloys,,Years ended 30 November of that stated.,Australia,Ferro-manganese,A,AU,,Normal value,AUS,,tonnes (metric),132.721356,,,1974-01-01 00:00:00,-23.137734,,74,42660,,Production of ferro-alloys,863,42660,s
-8.263145999999999,39.866841,Production,ferro-alloys,,,Portugal,Ferro-alloys,A,PT,,Normal value,PRT,,tonnes (metric),-8.263146,,,1974-01-01 00:00:00,39.866841,,74,10819,,Production of ferro-alloys,859,10819,
-69.73191899999999,-26.162882999999997,Production,ferro-alloys,,,Chile,Ferro-silicon,A,CL,,Normal value,CHL,,tonnes (metric),-69.731919,,,1974-01-01 00:00:00,-26.162883,,74,2846,,Production of ferro-alloys,872,2846,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-silico-magnesium,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1974-01-01 00:00:00,45.366552,,74,1929,,Production of ferro-alloys,870,1929,
18.043765,65.542091,Production,ferro-alloys,,,Sweden,Ferro-vanadium,A,SE,,Normal value,SWE,,tonnes (metric),18.043765,,,1974-01-01 00:00:00,65.542091,,74,456,,Production of ferro-alloys,876,456,
10.612941,45.366552,Production,ferro-alloys,,,Italy,Ferro-titanium & ferro-silico-titanium,A,IT,,Normal value,ITA,,tonnes (metric),10.612941,,,1974-01-01 00:00:00,45.366552,,74,1049,,Production of ferro-alloys,874,1049,
10.262436,61.687073999999996,Production,ferro-alloys,,,Norway,Other ferro-alloys,A,NO,,Normal value,NOR,,tonnes (metric),10.262436,,,1974-01-01 00:00:00,61.687074,,74,9529,,Production of ferro-alloys,877,9529,
